region,subregion,date,distribution_name,information,scale,inequality,shape,aic,bic,meanlog,sdlog,log-likelihood
Brazil,State,2021-01-01,burr,cum_deaths,8335.45170646095,20.3860611941015,0.109833582174977,535.903707202312,539.791217800325,NA,NA,NA
Brazil,State,2021-01-01,gamma,cum_cases,285297,NA,1.7346564024376,732.129520321152,734.72119405316,NA,NA,NA
Brazil,State,2021-01-01,gamma,cum_deaths,7239.92592592595,NA,1.16785654423077,537.526429794124,540.118103526133,NA,NA,NA
Brazil,State,2021-01-01,lognormal,cum_cases,NA,NA,NA,728.34880405637,778.34880405637,12.2461581414895,0.777844259049556,362.174402028185
Brazil,State,2021-01-01,lognormal,cum_deaths,NA,NA,NA,532.230827643095,582.230827643095,8.40163543980248,0.962210365191446,264.115413821548
Brazil,State,2021-01-01,weibull,cum_cases,309013.01496816,NA,1.24378903447861,734.041464332217,736.633138064226,NA,NA,NA
Brazil,State,2021-01-15,burr,cum_cases,391171.700499403,19.7395677300936,0.12781941717689,736.249587926298,740.137098524311,NA,NA,NA
Brazil,State,2021-01-15,burr,cum_deaths,8633.31322738728,29.6518831638417,0.0716194906554581,539.197232127245,543.084742725258,NA,NA,NA
Brazil,State,2021-01-15,gamma,cum_cases,311165.222222223,NA,1.68949116036359,737.166989454448,739.758663186457,NA,NA,NA
Brazil,State,2021-01-15,gamma,cum_deaths,7716.88888888889,NA,1.16330370641518,540.990466100987,543.582139832995,NA,NA,NA
Brazil,State,2021-01-15,lognormal,cum_cases,NA,NA,NA,733.335820056429,783.335820056429,12.3238286983681,0.78934632600059,364.667910028214
Brazil,State,2021-01-15,lognormal,cum_deaths,NA,NA,NA,535.75965592967,585.75965592967,8.46333255303836,0.965731418447727,265.879827964835
Brazil,State,2021-01-15,weibull,cum_cases,335973.31496456,NA,1.22879959124185,738.967169736849,741.558843468858,NA,NA,NA
Brazil,State,2021-02-01,burr,cum_cases,428548.405456012,19.6210882820062,0.128067834688207,741.459546935294,745.347057533307,NA,NA,NA
Brazil,State,2021-02-01,burr,cum_deaths,9436.88855331748,24.1640771761552,0.0896611945102069,543.791671904169,547.679182502182,NA,NA,NA
Brazil,State,2021-02-01,gamma,cum_cases,342066.111111109,NA,1.6535757275983,742.556504726547,745.148178458555,NA,NA,NA
Brazil,State,2021-02-01,gamma,cum_deaths,8340.40740740739,NA,1.15564092735043,545.217162657205,547.808836389214,NA,NA,NA
Brazil,State,2021-02-01,lognormal,cum_cases,NA,NA,NA,738.574902216729,788.574902216729,12.4108778169819,0.797259425402718,367.287451108365
Brazil,State,2021-02-01,lognormal,cum_deaths,NA,NA,NA,540.181870867369,590.181870867369,8.53745010659847,0.973269507422361,268.090935433684
Brazil,State,2021-02-01,weibull,cum_cases,368241.155365562,NA,1.21484856415797,744.287935572804,746.879609304813,NA,NA,NA
Brazil,State,2021-02-15,burr,cum_cases,456994.57077148,19.6933816685186,0.127218621148072,745.044195960777,748.93170655879,NA,NA,NA
Brazil,State,2021-02-15,burr,cum_deaths,10070.076497889,24.1529819009523,0.0900084411861251,547.037425089107,550.92493568712,NA,NA,NA
Brazil,State,2021-02-15,gamma,cum_cases,365647.407407407,NA,1.63628716324411,746.288884239577,748.880557971586,NA,NA,NA
Brazil,State,2021-02-15,gamma,cum_deaths,8886.77777777776,NA,1.15456795104413,548.64783251581,551.239506247819,NA,NA,NA
Brazil,State,2021-02-15,lognormal,cum_cases,NA,NA,NA,742.16520378806,792.16520378806,12.4737381546574,0.800152519410705,369.08260189403
Brazil,State,2021-02-15,lognormal,cum_deaths,NA,NA,NA,543.53278563102,593.53278563102,8.60039723387712,0.972400071289405,269.76639281551
Brazil,State,2021-02-15,weibull,cum_cases,392968.584607935,NA,1.20705525227276,747.998180074714,750.589853806723,NA,NA,NA
Brazil,State,2021-03-01,burr,cum_cases,487607.712002941,20.4087196871377,0.121438864625349,748.958482891768,752.845993489781,NA,NA,NA
Brazil,State,2021-03-01,burr,cum_deaths,10361.3045842431,52.7103797492334,0.0385689019170775,549.470495848368,553.358006446381,NA,NA,NA
Brazil,State,2021-03-01,gamma,cum_cases,392481.185185184,NA,1.61440490781403,750.279884452225,752.871558184234,NA,NA,NA
Brazil,State,2021-03-01,gamma,cum_deaths,9478.22222222222,NA,1.15709500769074,552.117161997774,554.708835729783,NA,NA,NA
Brazil,State,2021-03-01,lognormal,cum_cases,NA,NA,NA,746.139662739514,796.139662739514,12.539618969828,0.806355531522707,371.069831369757
Brazil,State,2021-03-01,lognormal,cum_deaths,NA,NA,NA,547.064548535994,597.064548535994,8.66601758155977,0.972187818568744,271.532274267997
Brazil,State,2021-03-01,weibull,cum_cases,421167.124126004,NA,1.20096072148391,751.916491603715,754.508165335724,NA,NA,NA
Brazil,State,2021-03-15,burr,cum_cases,528595.41342708,20.4937547973282,0.120185977934564,753.693256606779,757.580767204792,NA,NA,NA
Brazil,State,2021-03-15,burr,cum_deaths,12035.2999872781,18.4831163075,0.122476639080207,555.810203547811,559.697714145824,NA,NA,NA
Brazil,State,2021-03-15,gamma,cum_cases,427169.037037476,NA,1.58280785495798,755.092051230667,757.683724962675,NA,NA,NA
Brazil,State,2021-03-15,gamma,cum_deaths,10359.3703703704,NA,1.16899724892553,556.868804989651,559.46047872166,NA,NA,NA
Brazil,State,2021-03-15,lognormal,cum_cases,NA,NA,NA,750.947793502173,800.947793502173,12.6169185227059,0.815877901210463,373.473896751087
Brazil,State,2021-03-15,lognormal,cum_deaths,NA,NA,NA,552.152595951145,602.152595951145,8.76044205216231,0.971993151734058,274.076297975573
Brazil,State,2021-03-15,weibull,cum_cases,457322.066729103,NA,1.19171874988275,756.625111889185,759.216785621194,NA,NA,NA
Brazil,State,2021-04-01,burr,cum_cases,587187.605948941,20.42100197606,0.120397491873914,759.514511287654,763.402021885667,NA,NA,NA
Brazil,State,2021-04-01,burr,cum_deaths,13320.1276681384,35.3925825305097,0.05824134296051,563.891375893739,567.778886491752,NA,NA,NA
Brazil,State,2021-04-01,gamma,cum_cases,475902.222222224,NA,1.54682591378219,761.194488506076,763.786162238084,NA,NA,NA
Brazil,State,2021-04-01,gamma,cum_deaths,12061.3703703704,NA,1.156278619572,565.135005274925,567.726679006934,NA,NA,NA
Brazil,State,2021-04-01,lognormal,cum_cases,NA,NA,NA,756.848601901507,806.848601901507,12.716139523993,0.824121217379831,376.424300950754
Brazil,State,2021-04-01,lognormal,cum_deaths,NA,NA,NA,560.646878942325,610.646878942325,8.90664477842852,0.982840774684773,278.323439471163
Brazil,State,2021-04-01,weibull,cum_cases,507530.542151494,NA,1.1758175343038,762.664865799271,765.256539531279,NA,NA,NA
Brazil,State,2021-04-15,burr,cum_cases,628791.690000097,19.8223223895263,0.124333263145549,763.28095441988,767.168465017893,NA,NA,NA
Brazil,State,2021-04-15,burr,cum_deaths,15088.0258972942,28.538370628783,0.0735603134592174,570.446295482656,574.333806080669,NA,NA,NA
Brazil,State,2021-04-15,gamma,cum_cases,509527.444444444,NA,1.52633701792631,765.032284051318,767.623957783326,NA,NA,NA
Brazil,State,2021-04-15,gamma,cum_deaths,13547.5555555556,NA,1.13897239924036,571.475661419151,574.067335151159,NA,NA,NA
Brazil,State,2021-04-15,lognormal,cum_cases,NA,NA,NA,760.587148566716,810.587148566716,12.7791943376026,0.829227207069417,378.293574283358
Brazil,State,2021-04-15,lognormal,cum_deaths,NA,NA,NA,566.925378125628,616.925378125628,9.01457049164839,0.991079368893014,281.462689062814
Brazil,State,2021-04-15,weibull,cum_cases,542079.118396064,NA,1.16632580422213,766.468022732627,769.059696464636,NA,NA,NA
Brazil,State,2021-05-01,burr,cum_cases,672916.264210031,19.1511858821977,0.128693254689154,767.233722093803,771.121232691816,NA,NA,NA
Brazil,State,2021-05-01,burr,cum_deaths,16942.7748077586,23.6559963442594,0.090679204065015,576.274637116235,580.162147714248,NA,NA,NA
Brazil,State,2021-05-01,gamma,cum_cases,545603.185185187,NA,1.50196493164691,768.904130768609,771.495804500618,NA,NA,NA
Brazil,State,2021-05-01,gamma,cum_deaths,15059.5555555556,NA,1.11952874762897,577.256390067759,579.848063799767,NA,NA,NA
Brazil,State,2021-05-01,lognormal,cum_cases,NA,NA,NA,764.476502919118,814.476502919118,12.8411986262699,0.837579685846994,380.238251459559
Brazil,State,2021-05-01,lognormal,cum_deaths,NA,NA,NA,572.649916239543,622.649916239543,9.11074759394885,1.00087021574694,284.324958119772
Brazil,State,2021-05-01,weibull,cum_cases,578990.647849135,NA,1.15722450787149,770.274117158674,772.865790890683,NA,NA,NA
Brazil,State,2021-05-15,burr,cum_cases,713917.619919006,18.234499143319,0.13567962766801,770.605320614069,774.492831212082,NA,NA,NA
Brazil,State,2021-05-15,burr,cum_deaths,18109.3003689814,23.1970900292068,0.0925613968016507,579.928868589752,583.816379187765,NA,NA,NA
Brazil,State,2021-05-15,gamma,cum_cases,577663.037037038,NA,1.48744761078846,772.092243244303,774.683916976311,NA,NA,NA
Brazil,State,2021-05-15,gamma,cum_deaths,16106.2592592593,NA,1.10638569506607,580.925895384117,583.517569116126,NA,NA,NA
Brazil,State,2021-05-15,lognormal,cum_cases,NA,NA,NA,767.767499418199,817.767499418199,12.8943736275884,0.844112398528364,381.8837497091
Brazil,State,2021-05-15,lognormal,cum_deaths,NA,NA,NA,576.28979988561,626.28979988561,9.17122597240141,1.00782603339949,286.144899942805
Brazil,State,2021-05-15,weibull,cum_cases,612245.418043651,NA,1.15313531704827,773.408865459419,776.000539191427,NA,NA,NA
Brazil,State,2021-06-01,burr,cum_cases,764555.79839013,17.1309378676681,0.14555565820691,774.369927302185,778.257437900199,NA,NA,NA
Brazil,State,2021-06-01,burr,cum_deaths,19949.1101149298,17.1844085136119,0.131989389262292,583.663831650456,587.551342248469,NA,NA,NA
Brazil,State,2021-06-01,gamma,cum_cases,616089.333333332,NA,1.47426679609643,775.664250661394,778.255924393402,NA,NA,NA
Brazil,State,2021-06-01,gamma,cum_deaths,17236.8888888889,NA,1.09722654408062,584.615760043558,587.207433775567,NA,NA,NA
Brazil,State,2021-06-01,lognormal,cum_cases,NA,NA,NA,771.442245813766,821.442245813766,12.9551426814763,0.850282367217233,383.721122906883
Brazil,State,2021-06-01,lognormal,cum_deaths,NA,NA,NA,579.945982847419,629.945982847419,9.23428412466157,1.01252050385054,287.972991423709
Brazil,State,2021-06-01,weibull,cum_cases,652148.636254955,NA,1.14905373662178,776.936502253575,779.528175985584,NA,NA,NA
Brazil,State,2021-06-15,burr,cum_cases,808144.238404738,16.550730962241,0.151322148116271,777.419298830158,781.306809428171,NA,NA,NA
Brazil,State,2021-06-15,burr,cum_deaths,20742.1082354812,19.2747287152986,0.114597149708576,586.575425892341,590.462936490354,NA,NA,NA
Brazil,State,2021-06-15,gamma,cum_cases,650009.148148148,NA,1.45918272554111,778.665323911198,781.256997643206,NA,NA,NA
Brazil,State,2021-06-15,gamma,cum_deaths,18193.1111111112,NA,1.0890281273085,587.553192486582,590.144866218591,NA,NA,NA
Brazil,State,2021-06-15,lognormal,cum_cases,NA,NA,NA,774.46589806316,824.46589806316,13.0044943743749,0.855948493059529,385.23294903158
Brazil,State,2021-06-15,lognormal,cum_deaths,NA,NA,NA,582.879173051969,632.879173051969,9.28391885037703,1.0172743414927,289.439586525985
