region,subregion,date,hurst_value,hurst_sd,information,window_flag,length,hurst_excess_fit,hurst_excess_lower,hurst_excess_upper
Kansas,County,2022-05-21,0.20732009564037027,0.12154061367751698,deaths,no_fixed,785,-0.0038338542199632397,-0.0036786838524124556,-0.003989024587514024
Kansas,County,2022-06-01,0.24334474925920824,0.1152770568091876,deaths,no_fixed,796,-0.00395628274718185,-0.003795981733804295,-0.004116583760559404
Kansas,County,2022-06-19,0.21913389703772596,0.13484580090651388,deaths,no_fixed,814,-0.004152953522442826,-0.003984387737803514,-0.004321519307082138
Kansas,County,2022-06-23,0.2192219188067368,0.1348008824671812,deaths,no_fixed,818,-0.0041960568521209884,-0.004025675957827155,-0.004366437746414822
Kansas,County,2022-06-30,0.21937491123523484,0.1347228072369056,deaths,no_fixed,825,-0.004270974050343435,-0.004097435123996471,-0.004444512976690398
Kansas,County,2022-07-18,0.2197623514713977,0.13452507944182915,deaths,no_fixed,843,-0.004460686491429833,-0.004279132211092811,-0.004642240771766854
Kansas,County,2022-08-16,0.25389920385176135,0.1262200391702082,deaths,no_fixed,872,-0.0047578287399215324,-0.004563667473605271,-0.004951990006237794
Kansas,County,2022-09-14,0.25448595351756126,0.12592054007158412,deaths,no_fixed,901,-0.005045079307097411,-0.004838669509332958,-0.005251489104861864
Kansas,County,2022-10-13,0.10294420560320436,0.14964631333485115,deaths,no_fixed,930,-0.005323070405312491,-0.005104749546270137,-0.005541391264354844
Kansas,County,2022-11-11,0.10349440887073645,0.14936541532707828,deaths,no_fixed,959,-0.005592375665071758,-0.00536246205801579,-0.005822289272127727
Kansas,County,2022-12-10,0.10402798380785998,0.1490929818722096,deaths,no_fixed,988,-0.00585351714732657,-0.005612311567656749,-0.0060947227269963905
Kansas,County,2023-01-08,-0.03858725088550277,0.16664350368706046,deaths,no_fixed,1017,-0.006106971337733691,-0.00585475846268885,-0.006359184212778531
Kansas,County,2023-01-12,-0.03851699262597226,0.16660762618247954,deaths,no_fixed,1021,-0.006141352092683294,-0.0058876424680071445,-0.006395061717359443
Kansas,County,2023-02-05,-0.03810122046530616,0.16639530271912625,deaths,no_fixed,1045,-0.006344800789996108,-0.006082216399279485,-0.006607385180712731
Kentucky,County,2020-05-24,-1.1432444749002035,0.9419226014390628,cases,no_fixed,60,0.019315422663577664,0.018691989131110434,0.019938856196044897
Kentucky,County,2020-06-06,0.12441081551858488,0.5329722479966702,cases,no_fixed,73,0.017512413129625926,0.016936225580147596,0.018088600679104255
Kentucky,County,2020-06-14,0.09220757347902667,0.5616343956092249,cases,no_fixed,81,0.01655891022178646,0.016008605019914992,0.017109215423657932
Kentucky,County,2020-06-19,0.5734946202661773,0.3007416498678264,cases,no_fixed,86,0.01601048953745432,0.015475352871982186,0.016545626202926454
Kentucky,County,2020-06-22,0.5678649307504897,0.2948541419108694,cases,no_fixed,89,0.01569680471463586,0.01517043685215129,0.01622317257712043
Kentucky,County,2020-07-05,0.6694843889416628,0.13780544782622,cases,no_fixed,102,0.01445145091721911,0.013960562992014229,0.014942338842423995
Kentucky,County,2020-07-13,0.587265517763382,0.13902376205753764,cases,no_fixed,110,0.013763028011333334,0.01329221154241102,0.014233844480255647
Kentucky,County,2020-07-18,0.7031731484902426,0.11219086600052525,cases,no_fixed,115,0.013358180076023074,0.012899319984153099,0.01381704016789305
Kentucky,County,2020-07-21,0.7001800703028322,0.11331743917041057,cases,no_fixed,118,0.01312378314898821,0.012671897280386445,0.013575669017589977
Kentucky,County,2020-08-03,0.6418325736161421,0.11347599073325113,cases,no_fixed,131,0.012173615888160794,0.011750390738905457,0.01259684103741613
Kentucky,County,2020-08-11,0.60715091736204585,0.10201747956539135,cases,no_fixed,139,0.011635490385169756,0.011228774825550765,0.012042205944788746
Kentucky,County,2020-08-16,0.6600702387090888,0.1112997060841271,cases,no_fixed,144,0.011314941254340183,0.010918155669787662,0.011711726838892706
Kentucky,County,2020-08-19,0.6910319026675967,0.10229327037731889,cases,no_fixed,147,0.011128004802761327,0.010737043117101469,0.011518966488421186
Kentucky,County,2020-09-01,0.6064411217609835,0.10012139721249932,cases,no_fixed,160,0.010360449980087227,0.009993656029929037,0.010727243930245418
Kentucky,County,2020-09-09,0.47141667048906155,0.14480813295363007,cases,no_fixed,168,0.009919049621726406,0.009566339885770752,0.010271759357682061
Kentucky,County,2020-09-10,0.46946500356729487,0.14496910247364195,cases,no_fixed,169,0.009865384636222108,0.00951439651534627,0.010216372757097943
Kentucky,County,2020-09-14,0.464787342206995,0.14525714067792195,cases,no_fixed,173,0.009653908972666048,0.009309724738472146,0.00999809320685995
Kentucky,County,2020-09-17,0.5174990059281908,0.18140587082043041,cases,no_fixed,176,0.009498542631145801,0.009159376968569204,0.009837708293722398
Kentucky,County,2020-09-30,0.4647955459251092,0.1833122529156418,cases,no_fixed,189,0.008855049325060982,0.008536849252326183,0.009173249397795779
