region,subregion,date,lag,ccf,pacf_cases,pacf_deaths,days,pacf_cases_d1,pacf_cases_d2,pacf_deaths_d1,pacf_deaths_d2,pacf_cases_d1_sd,pacf_cases_d2_sd,pacf_deaths_d1_sd,pacf_deaths_d2_sd,minima,ma_days
Illinois,County,2021-04-26,460,-0.0019410770104361537,-0.018556936535156464,-0.0035286863117634645,460,-0.008815970010927082,-0.008258172081120977,-0.0039427540933692235,-0.009965204673739056,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,5,209
Illinois,County,2021-04-20,454,0.0023592149362309696,-0.01710145873233053,-0.001558370154988866,454,-0.002977106990861485,6.865833361555142e-4,0.001540698674104157,4.1824477327579595e-4,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,6,209
Illinois,County,2020-08-27,218,-0.008501117917602444,-0.01665477720452461,-0.006055786824028591,218,-0.0018667325749599176,-0.008832169902024387,5.694242387696002e-4,0.002810206668209172,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,7,209
Illinois,County,2021-04-11,445,0.002823448700640985,-0.01663617298480374,-0.0014305208473992333,445,-0.0028164714622360386,0.0026035669282618665,-4.4741507876909373e-4,-8.060635690510624e-4,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,8,209
Illinois,County,2020-08-18,209,-0.0019530275574490131,-0.016373350428610194,7.781965190344993e-4,209,-0.009667333256429642,-0.004325549876677843,0.004440203532305786,0.006769014866776589,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,9,209
Illinois,County,2021-04-27,461,5.046179247645085e-4,-0.01588447284753339,-0.0016333230921336595,461,0.002672463687623073,0.011488433698550155,0.001895363219629805,0.005838117312999028,0.018169955820714494,0.02711457678777348,0.009325229430072635,0.015457666306200855,10,209
India,State,2020-03-22,10,0.4688815427028037,-0.12809089036573088,0.008005842500982182,10,-0.0025448147786965303,0.038613732580722857,0.011788221526623793,0.022035501810451608,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,1,8
India,State,2020-03-23,11,0.45504897735448385,-0.12745953879194455,0.08319001379209949,11,6.313515737863262e-4,0.0031761663524828565,0.0751841712911173,0.06339594976449352,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,2,8
India,State,2020-03-21,9,0.4869436476583822,-0.12554607558703434,-0.0037823790256416106,9,-0.04115854735941939,0.04128898892618628,-0.010247280283827816,0.05323588570449461,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,3,8
India,State,2020-03-27,15,0.3671363580847969,-0.12207042483637205,-0.16887351657762367,15,-0.05129807042174746,-0.06610543066442554,-0.09292882633312158,0.04256642968188554,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,4,8
India,State,2020-03-25,13,0.4171853414515484,-0.08557971465730267,0.059550565770505035,13,0.0612472010283973,0.08061457792215272,0.10496839219683074,0.23357623241525594,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,5,8
India,State,2020-03-20,8,0.5067603884151047,-0.08438752822761496,0.006464901258186205,8,-0.08244753628560567,-0.02112524377206023,-0.06348316598832243,-0.04153154706990472,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,6,8
India,State,2020-07-02,112,-0.1831888867633001,-0.07036457400742928,-0.023529718372304567,112,-0.07401004721198051,-0.07778761945354189,-0.03175240388489259,-0.08557791770456187,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,7,8
India,State,2020-05-10,59,-0.06749934670019438,-0.06908520120439661,-0.007295132671897222,59,-0.04436137029607744,-0.02977387129034444,0.030762053529604684,0.09638599341341161,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,8,8
India,State,2020-09-20,192,0.008646277538317097,-0.06224213747702304,0.0020004863241241976,192,-0.045093120184654334,-0.017821638226854918,0.0476586923822849,0.05383158247903242,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,9,8
India,State,2021-09-11,534,0.007326637124701383,-0.05547596213734573,0.00535180888275301,548,-0.03724361930177465,-0.013429451505712904,0.0013285533565697335,-0.03956697277365166,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,10,8
Kansas,County,2021-02-19,394,0.05954106090772923,-0.1082737629593961,0.0033938744529252306,394,-0.1046086957140035,-0.0732558451220717,0.0014071782311059653,0.0259304181527381,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,1,12
Kansas,County,2020-02-14,23,0.06654950285060225,-0.10157123076775298,0.009605418615022626,23,-0.03887950287599232,0.09706518557708241,-0.0033263435343697887,0.03839134437150951,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,2,12
Kansas,County,2020-12-25,338,0.035431280215824444,-0.09751311340146983,0.01361627924003615,338,-0.12531313758815282,-0.11701463410957007,0.025340350307235603,0.04127783520215739,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,3,12
Kansas,County,2020-02-03,12,0.05621349770019367,-0.07559209859020409,0.060846450508235714,12,-0.028188354615513528,0.006363002049128735,0.04589875814866229,0.06476524949688378,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,4,12
Kansas,County,2020-02-21,30,0.0454310879518865,-0.07210894862422178,0.031215412689982867,30,-0.06074775284397773,0.11419137081690059,0.03274605891479648,0.07115054321336228,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,5,12
Kansas,County,2021-02-02,377,0.023943907856471457,-0.06684600502687052,0.009063133962683153,377,-0.04609176434983735,0.017108688325998586,0.004345660921380803,0.0030012206553402753,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,6,12
Kansas,County,2020-02-13,22,-0.02692990749364259,-0.06269172789176067,0.012931762149392415,22,-0.13594468845307472,-0.22456457098877425,-0.0417176879058793,-0.10331017130234946,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,7,12
Kansas,County,2020-02-17,26,0.022779007653838782,-0.06194314853683281,-0.008842229361468442,26,-0.07200805549964875,-0.07365888591762657,-0.02997446605983984,-0.04609346921309013,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,8,12
Kansas,County,2021-02-05,380,0.07882569910669934,-0.055708704575486316,0.006151022129886197,380,-0.06287654594615988,-0.06445284695676273,0.004474863756132929,0.009919316969856387,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,9,12
Kansas,County,2020-03-07,45,-0.019201813911746468,-0.05270149142913997,-0.0012027818910022635,45,-0.008879432670524372,0.00647671954406228,-0.028270777003336585,-0.051462205749526355,0.14684950329500815,0.2571211476396734,0.06380835219844434,0.11298295382230267,10,12
Kentucky,County,2020-02-11,20,0.01405534980060257,-0.16180989496448384,0.016997281390964455,20,-0.1230195418451633,-0.07714349773095802,0.01532015163036378,0.012633234767369236,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,1,10
Kentucky,County,2020-02-04,13,0.037306172596117126,-0.15669452111601925,0.0033785935025971753,13,-0.04908087366145783,-0.03484919794468189,-0.03888322998508391,-0.09498271012464418,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,2,10
Kentucky,County,2020-02-03,12,-0.018985953694918224,-0.10761364745456142,0.04226182348768109,12,-0.014231675716775943,-0.0053677394315329585,0.056099480139560266,0.0668112307781392,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,3,10
Kentucky,County,2020-06-24,154,0.3059453813488765,-0.09997750969825893,0.05053828095475126,154,-0.10980755332142339,-0.10766795668630116,0.06522094175908029,0.08344113091719342,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,4,10
Kentucky,County,2020-06-02,132,-0.020250153635932286,-0.09471884556939682,-0.040778024156442286,132,-0.11247190513862515,-0.10395589651102367,-0.05431747953213092,-0.06778286965589006,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,5,10
Kentucky,County,2020-02-02,11,0.027744900615251273,-0.09338197173778548,-0.013837656651879181,11,-0.008863936285242985,0.05095014983800478,-0.010711750638578935,-0.01637257710417692,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,6,10
Kentucky,County,2020-02-01,10,0.02726171266258443,-0.0845180354525425,-0.0031259060133002467,10,-0.05981408612324776,0.20129807133676184,0.005660826465597984,-0.07080614972748529,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,7,10
Kentucky,County,2020-02-14,23,-0.009788869923291988,-0.08286072553072125,-0.019066162645837846,23,-0.04733357195426454,0.15407859611183652,-0.008846977707060976,0.1685003440816904,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,8,10
Kentucky,County,2020-02-15,24,0.02215405206560338,-0.0803521874383416,0.0039435290493707404,24,0.00250853809237965,0.04984211004664419,0.023009691695208587,0.03185666940226956,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,9,10
Kentucky,County,2020-02-25,34,0.007525315933987622,-0.06758230442121328,-0.014160364253326464,34,-0.11426595984150578,-0.1792778748728462,-0.0029566491207475825,0.027328159642752176,0.1250450017384525,0.20881222330055263,0.13161460953014578,0.22909879702600433,10,10
Missouri,County,2020-02-07,16,0.07406247185985392,-0.09278168878425914,0.014826064690378797,16,0.02130016673937822,0.23538196007205286,-0.005129423282317148,0.02217286473046228,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,1,11
Missouri,County,2020-02-02,11,0.0017248976639657996,-0.09069530078837873,0.020880420787973468,11,-0.015719047679022907,-0.14690441396629247,0.02605594027448641,0.05386214106030972,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,2,11
Missouri,County,2020-03-11,49,0.26726431572757586,-0.08661580336565113,0.01277856755078269,49,-0.043813250130579316,-0.017979123627748454,-0.02038614327798987,-0.06691803423286583,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,3,11
Missouri,County,2021-01-17,361,-8.622568415445363e-5,-0.07931083051284095,-0.004839731122654587,361,-0.0702691970581197,-0.03224806559301696,0.003596006639324683,0.01222874288992775,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,4,11
Missouri,County,2020-03-26,64,0.08922364278549684,-0.07896590598731847,-0.0036325997091981436,64,-0.04553087325031393,0.03694357169396443,-0.007364948098618654,0.02981114862186524,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,5,11
Missouri,County,2020-11-20,303,-0.03326106206522406,-0.07341506476292828,-3.625364060396729e-4,303,-0.040122887388045,0.0650498275392368,0.0027186509258932345,-0.002979643297171724,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,6,11
Missouri,County,2021-01-28,372,0.04253861397405794,-0.07288781670420161,0.015996047073647074,372,-0.03016521600859206,-0.006850058685319561,0.014443510241811728,0.010733314969111826,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,7,11
Missouri,County,2020-02-03,12,0.027345952562418792,-0.06756628833129102,0.006660824786018085,12,0.023129012457087705,0.03884806013611061,-0.014219596001955383,-0.040275536276441794,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,8,11
Missouri,County,2020-04-17,86,0.01279571886372066,-0.06327639914580507,-0.004042172050102826,86,-0.0629343406523177,-0.05188494741668116,-0.05132560271059921,-0.0923846297687172,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,9,11
Missouri,County,2020-11-27,310,-0.02406400054590941,-0.06170705992930641,0.002154112158500301,310,-0.06201657385547566,-0.013427162245133177,0.002766743982900477,5.518970832615534e-4,0.112586643117085,0.17991007451054114,0.06670745675391901,0.11611505009172371,10,11
North Carolina,County,2020-02-04,13,0.04216888698504924,-0.3007400905211124,0.04799198229348927,13,-0.08824522010721789,0.0946430364778193,0.013831110200201412,-7.984058826154827e-4,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,1,13
North Carolina,County,2020-02-14,23,-0.025832198364297797,-0.10166047790056776,-0.01198820397204538,23,-0.018686227536122646,0.25806285915699884,-0.012949582026294324,0.12439517915313432,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,2,13
North Carolina,County,2021-01-07,351,0.058954454987904685,-0.06952206286343703,0.02127975519923322,351,-0.06451669902471821,-0.00538345399088648,0.022103467277488836,0.022299190944726825,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,3,13
North Carolina,County,2021-01-08,352,0.09789699781481372,-0.06921013222377652,0.009255134012589594,352,3.1193063966050705e-4,0.06482862966437872,-0.012024621186643627,-0.03412808846413246,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,4,13
North Carolina,County,2020-03-08,46,-0.04014560726058696,-0.054152250343533694,-0.040818772712070996,46,-0.04064875131590463,-0.02828663806345477,-0.020982945105355384,-0.021315626336356183,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,5,13
North Carolina,County,2021-12-15,693,-0.030013558239960002,-0.0512656153344613,0.016202788341386432,693,-0.031771262220740316,-0.022051803152361396,0.029541949022588013,0.06252637859405442,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,6,13
North Carolina,County,2021-01-30,374,0.03956987388638653,-0.04981686508380928,0.006699808227188052,374,-0.08547825176011169,-0.1586361925649229,2.9436417524555513e-4,-0.04999394020542555,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,7,13
North Carolina,County,2020-06-24,154,0.09231713134613558,-0.04773402196526508,-0.035292407679910306,154,-0.06483021829522051,-0.08137033436088245,-0.03985379794835125,-0.06009782581417032,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,8,13
North Carolina,County,2020-09-25,247,0.11428233195366151,-0.04376477099595824,0.017006531326351722,247,-0.07002846152693823,-0.10439709603412956,0.01774981407217853,0.007221694243378334,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,9,13
North Carolina,County,2020-11-08,291,-0.07189610816514208,-0.04357466088877963,-0.005577207577238732,291,-0.03493602809721092,-0.02287330001325992,-0.0413643011111566,-0.08034224378587057,0.10913831777171906,0.1868881652604833,0.0961977715736621,0.16616478115230376,10,13
Spain,Province,2020-01-13,12,0.0327417669377988,-0.20220972214619887,0.06611410107806545,12,-0.04742793666367506,-0.03483545073493924,-0.06751467189381558,-0.14648730920456934,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,1,11
Spain,Province,2020-01-12,11,0.04435324510864051,-0.1547817854825238,0.13362877297188103,11,-0.012592485928735825,-0.19844541026407242,0.07897263731075377,-0.10570001750153554,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,2,11
Spain,Province,2020-01-14,13,0.026066844133322314,-0.106526829924506,0.10001372716733946,13,0.09568289222169286,0.1431108288853679,0.03389962608927401,0.10141429798308958,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,3,11
Spain,Province,2021-01-06,371,0.15705468758530505,-0.09727550224313634,-0.004505240262571495,371,-0.12242938484257376,-0.11789803643584826,0.007240298900013901,-0.0033909329411849747,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,4,11
Spain,Province,2022-01-07,737,-0.1124260054849473,-0.07237405197819002,0.015104458302969937,737,-0.06028586793197349,-0.0776997825652537,0.018445297496277303,0.01307488017458702,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,5,11
Spain,Province,2020-01-20,19,-0.033727982920218134,-0.07128135828327271,0.03835111717023067,19,-0.05008936138785089,-0.03703516393298667,0.031253265112948056,-9.542636518863751e-4,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,6,11
Spain,Province,2020-02-16,46,-0.15387090752523966,-0.06345392783684754,0.02545447096146678,46,-0.009936587813911227,0.010925713889574196,0.023866717768295593,-0.037213209070818626,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,7,11
Spain,Province,2020-02-05,35,-0.12079529735836321,-0.059811411919011785,0.041495607531773164,35,-0.06842424971546797,-0.04667154628281724,0.03212734031977056,0.015234238926242996,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,8,11
Spain,Province,2021-01-01,366,0.18952878307891635,-0.05646306823778987,-5.437346560270401e-4,366,-0.11138869947001581,-0.1512845853227331,0.01670688976123846,0.04121235058603742,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,9,11
Spain,Province,2020-03-28,87,-0.19004550550555174,-0.054312177844555304,-0.049045227381348616,87,-0.02517485816255324,0.009509674968179133,0.02522583785008091,0.10321608706929046,0.15546866120215672,0.221305229254454,0.14644134605204415,0.1973486151560388,10,11
Texas,County,2020-02-10,19,0.14196619326757537,-0.10124925476839451,-0.003582681647819913,19,-0.012435051759186175,0.019521478948608853,0.013679221544628039,0.02184089844099809,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,1,17
Texas,County,2020-02-09,18,0.1297430290704088,-0.08881420300920834,-0.017261903192447952,18,-0.03195653070779503,-0.03992828286773244,-0.00816167689637005,-0.0020100085026141315,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,2,17
Texas,County,2020-02-08,17,0.15633368587545152,-0.05685767230141331,-0.009100226296077901,17,0.00797175215993741,0.10009557340141646,-0.006151668393755919,0.05371056209278144,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,3,17
Texas,County,2021-01-12,356,0.11222546514925723,-0.054782936327073456,0.027668651895747413,356,-0.003547981159086354,0.17424800207074725,0.00323598620453832,-0.00637635546130458,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,4,17
Texas,County,2021-08-07,563,0.04546416914904697,-0.04689719431433775,1.2892850862148846e-4,563,-0.03705812154490059,-0.046488254149060174,0.010128964005705848,0.019906134895131163,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,5,17
Texas,County,2020-03-16,54,0.03157941012269239,-0.04671055226690733,0.004123915480533769,54,-0.06163726437733371,-0.08042420025900762,0.010741418329406331,0.014205939712291279,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,6,17
Texas,County,2020-06-20,150,0.16210605279941492,-0.04602686079180056,0.002933443817141474,150,-0.03018957440962779,-0.0365193974353053,0.00255699476167898,0.005937040366921833,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,7,17
Texas,County,2020-09-27,249,-0.03241595968399998,-0.045525912802594014,-0.019580361366166612,249,-0.035520004095478196,-0.06066664569320642,0.040692390234073395,0.09565389114560413,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,8,17
Texas,County,2021-04-05,439,0.0028565240629160184,-0.04539184655510137,-0.003093327810102415,439,-0.06860481509852022,-0.08251210989145245,0.00768851722244889,0.012112837160001586,0.08534524981926016,0.14333937970199162,0.059304317520780456,0.09978786873040704,9,17
