region,subregion,lag,frequency,cum_frequency,psd,days,psd_d1,psd_d2,psd_d1_sd,psd_d2_sd,maxima,lag_days
Georgia,County,253,1,0.003952569169960474,0.7678834157233095,253.00000000000003,-0.011952022186025424,0.7000143227146941,0.030770108807377704,0.05163572668681138,2,14
Georgia,County,19,1,0.05263157894736842,0.7588413675176285,19,0.026300178469097713,0.5210898737504063,0.030770108807377704,0.05163572668681138,3,14
Georgia,County,428,1,0.002336448598130841,0.5336589212791946,428.00000000000006,0.022473125214184875,0.3199580561630283,0.030770108807377704,0.05163572668681138,4,14
Georgia,County,197,1,0.005076142131979695,0.4733565485171462,197.00000000000003,-0.024612606203527676,0.09102717188157133,0.030770108807377704,0.05163572668681138,5,14
Georgia,County,361,1,0.002770083102493075,0.40837354440992557,361,0.025815139118018138,0.4367554126377452,0.030770108807377704,0.05163572668681138,6,14
Georgia,County,410,1,0.0024390243902439024,0.3002479714530202,410,0.027544099709874037,0.6379484791958825,0.030770108807377704,0.05163572668681138,7,14
Georgia,County,131,1,0.007633587786259542,0.2818715533598863,131,0.02791315450796983,0.3453909729291869,0.030770108807377704,0.05163572668681138,8,14
Georgia,County,492,1,0.0020325203252032522,0.24861633486496162,491.99999999999994,0.02745935674600017,0.7433528276418304,0.030770108807377704,0.05163572668681138,9,14
Georgia,County,495,1,0.00202020202020202,0.12381116904541872,495,-0.015329375060274819,0.2430728043160486,0.030770108807377704,0.05163572668681138,10,14
Illinois,County,15,1,0.06666666666666667,1.076659130506132,15,-0.0033042144480182056,0.01080021603267256,0.009783883587496373,0.01724824558862269,1,15
Illinois,County,29,1,0.034482758620689655,1.0165008370309712,29,0.009120214597449161,-0.00600933833131323,0.009783883587496373,0.01724824558862269,2,15
Illinois,County,95,1,0.010526315789473684,0.9861290880823895,95,-0.0031857555025740503,0.0349003735773582,0.009783883587496373,0.01724824558862269,3,15
Illinois,County,96,1,0.010416666666666666,0.9853277453763715,96,-8.0134270601806e-4,0.0023844127965559903,0.009783883587496373,0.01724824558862269,4,15
Illinois,County,40,1,0.025,0.9719514219395089,40,-2.9246725289133746e-4,0.055736389985169055,0.009783883587496373,0.01724824558862269,5,15
Illinois,County,132,1,0.007575757575757576,0.9613977011877738,132,-0.005582259224371833,0.02444121979564895,0.009783883587496373,0.01724824558862269,6,15
Illinois,County,426,1,0.002347417840375587,0.943933309266485,426,0.008231508887863948,0.06634135793092377,0.009783883587496373,0.01724824558862269,7,15
Illinois,County,350,1,0.002857142857142857,0.9416267435904201,350,0.0071902240511029225,0.03401802269241938,0.009783883587496373,0.01724824558862269,8,15
Illinois,County,22,1,0.045454545454545456,0.9400869336484698,22,-0.006941172820285391,0.028106433047445534,0.009783883587496373,0.01724824558862269,9,15
Illinois,County,245,1,0.004081632653061225,0.9354492852812543,244.99999999999997,0.006883682779721179,0.051376584381690904,0.009783883587496373,0.01724824558862269,10,15
India,State,16,1,0.0625,6.363955903370183,16,0.11113065059755556,0.2831954242481389,0.1545948662703545,0.2350792558177583,1,16
India,State,19,1,0.05263157894736842,4.434370999663448,19,-2.0662662246984098e-5,0.8467359706389681,0.1545948662703545,0.2350792558177583,2,16
India,State,24,1,0.041666666666666664,3.851671596015614,24,0.015375397471566465,0.018082498473218855,0.1545948662703545,0.2350792558177583,3,16
India,State,23,1,0.043478260869565216,3.8362961985440474,23,-0.00270710100165239,0.5021206928494091,0.1545948662703545,0.2350792558177583,4,16
India,State,28,1,0.03571428571428571,3.082333322773486,28,-0.012034390620850655,0.17168684773702125,0.1545948662703545,0.2350792558177583,5,16
India,State,29,1,0.034482758620689655,2.968361389431386,29,-0.11397193334209987,-0.10193754272124922,0.1545948662703545,0.2350792558177583,6,16
India,State,30,1,0.03333333333333333,2.8314908275321247,30,-0.1368705618992614,-0.022898628557161516,0.1545948662703545,0.2350792558177583,7,16
India,State,32,1,0.03125,2.708444239746682,32,0.0613443902395967,0.24573536826463593,0.1545948662703545,0.2350792558177583,8,16
India,State,33,1,0.030303030303030304,2.584443339193601,33,-0.1240009005530811,-0.1853452907926778,0.1545948662703545,0.2350792558177583,9,16
India,State,34,1,0.029411764705882353,2.5254492539023676,34,-0.0589940852912334,0.0650068152618477,0.1545948662703545,0.2350792558177583,10,16
Kansas,County,235,1,0.00425531914893617,0.5453071610187462,235,0.02828662383470537,0.06218679685451722,0.02964295561291844,0.04137621625632651,1,39
Kansas,County,239,1,0.0041841004184100415,0.31215650797121575,239.00000000000003,-0.0014663737648097919,-0.03364508958996032,0.02964295561291844,0.04137621625632651,2,39
Kansas,County,522,1,0.0019157088122605363,0.3107800677889806,522,-0.007246964353785856,-0.04028249369934922,0.02964295561291844,0.04137621625632651,3,39
Kansas,County,365,1,0.0027397260273972603,0.3029299053337524,365,0.024266297119467983,0.3437079553532233,0.02964295561291844,0.04137621625632651,4,39
Kansas,County,178,1,0.0056179775280898875,0.300469813255681,178,0.007896288168340093,0.3302177911339388,0.02964295561291844,0.04137621625632651,5,39
Kansas,County,254,1,0.003937007874015748,0.27148000596806854,254,-0.012254018325470684,0.32923215948864615,0.02964295561291844,0.04137621625632651,6,39
Kansas,County,39,1,0.02564102564102564,0.26533118608118317,39,-0.02594372239690179,0.02419247186594642,0.02964295561291844,0.04137621625632651,7,39
Kansas,County,244,1,0.004098360655737705,0.253479226275394,244,-0.0015306577517000264,0.22901125000434547,0.02964295561291844,0.04137621625632651,8,39
Kansas,County,112,1,0.008928571428571428,0.24926744949137628,112,0.021836855781687398,0.1302303998976739,0.02964295561291844,0.04137621625632651,9,39
Kansas,County,296,1,0.0033783783783783786,0.2244382121830937,296,0.019883280728169805,0.33348138466539845,0.02964295561291844,0.04137621625632651,10,39
Kentucky,County,165,1,0.006060606060606061,2.3777753544647866,165,0.04057416198177055,0.18904299923160162,0.05399245789039743,0.06438100790691166,1,36
Kentucky,County,154,1,0.006493506493506494,1.3201119069987555,154,0.0015606642926482284,0.4874583258231482,0.05399245789039743,0.06438100790691166,2,36
Kentucky,County,299,1,0.0033444816053511705,0.6951943136592419,299,-0.042069789268892155,0.0276557823332495,0.05399245789039743,0.06438100790691166,3,36
Kentucky,County,269,1,0.0037174721189591076,0.5794223470164114,269,-0.03445892443005383,-0.02871540134565398,0.05399245789039743,0.06438100790691166,4,36
Kentucky,County,351,1,0.002849002849002849,0.5353346799696974,351,-0.0015956577825116947,-0.043047637617275536,0.05399245789039743,0.06438100790691166,5,36
Kentucky,County,341,1,0.002932551319648094,0.4936841502142672,341,-0.010479614064112408,0.4027392684055759,0.05399245789039743,0.06438100790691166,6,36
Kentucky,County,289,1,0.0034602076124567475,0.4819510304388035,289,-0.006960568977034509,0.019933345851512296,0.05399245789039743,0.06438100790691166,7,36
Kentucky,County,36,1,0.027777777777777776,0.4620006891632401,36,0.04167967198776218,0.27125171532831627,0.05399245789039743,0.06438100790691166,8,36
Kentucky,County,354,1,0.002824858757062147,0.454047762348289,354,-0.011744583867977443,0.4347383419760517,0.05399245789039743,0.06438100790691166,9,36
Kentucky,County,279,1,0.0035842293906810036,0.45308534422694613,279,0.05298426240638954,-0.03929152817462156,0.05399245789039743,0.06438100790691166,10,36
Missouri,County,164,1,0.006097560975609756,1.8779146152175108,164,-0.011435833809845697,0.0949569266008341,0.027501745305181725,0.045007098458317574,1,27
Missouri,County,27,1,0.037037037037037035,0.9993799095006403,27,-0.013211476557958624,0.5289578292298166,0.027501745305181725,0.045007098458317574,2,27
Missouri,County,176,1,0.005681818181818182,0.8378253900790316,176,0.012272517112100645,0.07718136922263297,0.027501745305181725,0.045007098458317574,3,27
Missouri,County,304,1,0.003289473684210526,0.645211578853706,304,0.026195924666245207,0.20034495608912273,0.027501745305181725,0.045007098458317574,4,27
Missouri,County,299,1,0.0033444816053511705,0.5824795193056497,299,-0.010662565716902384,0.118207454650197,0.027501745305181725,0.045007098458317574,5,27
Missouri,County,525,1,0.0019047619047619048,0.5097036770771182,525,0.016747870840471912,0.3737669522188305,0.027501745305181725,0.045007098458317574,6,27
Missouri,County,77,1,0.012987012987012988,0.4613259285908115,77,0.014281685080193174,0.15571365320117753,0.027501745305181725,0.045007098458317574,7,27
Missouri,County,79,1,0.012658227848101266,0.4601679430598295,79,0.009173825989724382,0.019505637510430773,0.027501745305181725,0.045007098458317574,8,27
Missouri,County,78,1,0.01282051282051282,0.4509941170701051,78,-0.010331811520706391,-0.024613496600899565,0.027501745305181725,0.045007098458317574,9,27
Missouri,County,294,1,0.003401360544217687,0.43602898108629173,294,0.023723189721528537,0.14149488618922335,0.027501745305181725,0.045007098458317574,10,27
North Carolina,County,468,1,0.002136752136752137,0.5841146230186697,467.99999999999994,-0.02613878876439435,0.1577191466540706,0.036348336420849704,0.054306356269148974,1,46
North Carolina,County,463,1,0.0021598272138228943,0.5151496483990664,463,-0.01639921885653639,0.06857087767289749,0.036348336420849704,0.054306356269148974,2,46
North Carolina,County,420,1,0.002380952380952381,0.500862213237762,419.99999999999994,-0.015572334090749984,0.07148331590779633,0.036348336420849704,0.054306356269148974,3,46
North Carolina,County,367,1,0.0027247956403269754,0.47372988861557225,367,-0.02141211467423132,0.2872296673123795,0.036348336420849704,0.054306356269148974,4,46
North Carolina,County,59,1,0.01694915254237288,0.4591057499048478,59,-0.006195380410462359,-0.04739162188424151,0.036348336420849704,0.054306356269148974,5,46
North Carolina,County,190,1,0.005263157894736842,0.45402483913314734,190,-0.0035234169475371058,-0.0184233266705075,0.036348336420849704,0.054306356269148974,6,46
North Carolina,County,203,1,0.0049261083743842365,0.40583164309839737,203,-0.00408248883789053,0.22287984858902565,0.036348336420849704,0.054306356269148974,7,46
North Carolina,County,53,1,0.018867924528301886,0.4022851534613672,53,0.01948460787412909,0.0015477218750418187,0.036348336420849704,0.054306356269148974,8,46
North Carolina,County,46,1,0.021739130434782608,0.3890616776116831,46,-0.011400013360304273,0.06882018540928808,0.036348336420849704,0.054306356269148974,9,46
North Carolina,County,52,1,0.019230769230769232,0.3828005455872381,52,0.01793688599908727,0.14736724012099323,0.036348336420849704,0.054306356269148974,10,46
Spain,Province,26,1,0.038461538461538464,1.0526239886896707,26,-0.0031658196100705638,-0.14082653912501686,0.09611425353526688,0.15722145443004396,1,26
Spain,Province,28,1,0.03571428571428571,0.9001431681678035,28,0.0022283943416395724,0.15693760920514632,0.09611425353526688,0.15722145443004396,2,26
Spain,Province,31,1,0.03225806451612903,0.8223388826007285,31,0.00631531650635031,-0.12115795488701953,0.09611425353526688,0.15722145443004396,3,26
Spain,Province,32,1,0.03125,0.8181717957794865,32,-0.004167086821242005,-0.010482403327592316,0.09611425353526688,0.15722145443004396,4,26
Spain,Province,36,1,0.027777777777777776,0.7126956319212734,36,0.023722166584827842,-0.04214823375819776,0.09611425353526688,0.15722145443004396,5,26
Spain,Province,37,1,0.02702702702702703,0.6906140454384045,37,-0.022081586482868842,-0.045803753067696684,0.09611425353526688,0.15722145443004396,6,26
Spain,Province,35,1,0.02857142857142857,0.6889734653364455,35,0.0658704003430256,0.07040501066017435,0.09611425353526688,0.15722145443004396,7,26
Spain,Province,34,1,0.029411764705882353,0.6231030649934199,34,-0.004534610317148746,0.18599951015176908,0.09611425353526688,0.15722145443004396,8,26
Spain,Province,41,1,0.024390243902439025,0.589206069291979,41,0.007288274365510383,-0.004316470092954994,0.09611425353526688,0.15722145443004396,9,26
Spain,Province,40,1,0.025,0.5819177949264687,40,0.011604744458465377,0.0016825425255041493,0.09611425353526688,0.15722145443004396,10,26
Texas,County,25,1,0.04,1.8496213198210179,25,-0.035727985806713436,-0.03786414568808616,0.05146131284142909,0.0878252226326316,1,25
Texas,County,41,1,0.024390243902439025,1.2507286913317976,41,-0.036417671261629536,0.061301156253026345,0.05146131284142909,0.0878252226326316,2,25
Texas,County,65,1,0.015384615384615385,0.9802797191310237,65,-0.04721625621523673,-0.08763416813212066,0.05146131284142909,0.0878252226326316,3,25
Texas,County,44,1,0.022727272727272728,0.9130008581120568,44,-0.008831457033418921,0.13216095316714327,0.05146131284142909,0.0878252226326316,4,25
Texas,County,202,1,0.0049504950495049506,0.7668459395113004,202,0.023229237035525152,0.18830483170575418,0.05146131284142909,0.0878252226326316,5,25
Texas,County,126,1,0.007936507936507936,0.7660115532130269,126,0.04664298327381511,-0.03919150269760363,0.05146131284142909,0.0878252226326316,6,25
Texas,County,177,1,0.005649717514124294,0.7518028710173486,177,0.0064408788447049,-0.029931174941698835,0.05146131284142909,0.0878252226326316,7,25
Texas,County,127,1,0.007874015748031496,0.7510479270469766,127,-0.014963626166050292,-0.0616066094398654,0.05146131284142909,0.0878252226326316,8,25
Texas,County,346,1,0.002890173410404624,0.7024764578596614,346,0.013818792267439428,-0.017733801741140365,0.05146131284142909,0.0878252226326316,9,25
Texas,County,237,1,0.004219409282700422,0.6944797051468832,237.00000000000003,0.008172652104294298,0.06839078542028454,0.05146131284142909,0.0878252226326316,10,25
USA,State,15,0.14285714285714285,0.009523809523809525,0.8872119597148133,104.99999999999999,-0.061760015450107564,0.8835879769451519,0.09712015779673641,0.1707355892236229,1,104.99999999999999
USA,State,17,0.14285714285714285,0.008403361344537815,0.7405732066251274,119,-0.02994786382521819,0.0867430254392495,0.09712015779673641,0.1707355892236229,2,104.99999999999999
USA,State,32,0.14285714285714285,0.004464285714285714,0.499353777682081,224,0.04305707489381583,0.06382423792082587,0.09712015779673641,0.1707355892236229,3,104.99999999999999
USA,State,30,0.14285714285714285,0.004761904761904762,0.4770638658152752,209.99999999999997,-0.05850628280695974,-0.029556805050295176,0.09712015779673641,0.1707355892236229,4,104.99999999999999
USA,State,31,0.14285714285714285,0.004608294930875576,0.4562967027882652,217,-0.020767163027010038,0.037739119779949704,0.09712015779673641,0.1707355892236229,5,104.99999999999999
USA,State,34,0.14285714285714285,0.004201680672268907,0.4354659107762864,238,0.017703741562032527,0.09929535002985967,0.09712015779673641,0.1707355892236229,6,104.99999999999999
USA,State,37,0.14285714285714285,0.003861003861003861,0.4333087642780022,259,0.04291500445765539,0.07332422877248335,0.09712015779673641,0.1707355892236229,7,104.99999999999999
USA,State,35,0.14285714285714285,0.004081632653061225,0.42080298413517475,244.99999999999997,-0.014662926641111629,-0.032366668203144155,0.09712015779673641,0.1707355892236229,8,104.99999999999999
USA,State,33,0.14285714285714285,0.004329004329004329,0.41776216921425385,231,-0.08159160846782715,-0.12464868336164298,0.09712015779673641,0.1707355892236229,9,104.99999999999999
USA,State,36,0.14285714285714285,0.003968253968253968,0.3903937598203468,252,-0.030409224314827954,-0.015746297673716325,0.09712015779673641,0.1707355892236229,10,104.99999999999999
Virginia,County,164,1,0.006097560975609756,1.8341768726168428,164,-0.012054789038594471,0.2466518835770677,0.038276489379535664,0.06080103652626709,1,24
Virginia,County,24,1,0.041666666666666664,1.2440932400611904,24,0.03509354354248595,0.8989384228101054,0.038276489379535664,0.06080103652626709,2,24
Virginia,County,310,1,0.0032258064516129032,0.7126958390404318,310,0.021522496186292095,0.3970164695685813,0.038276489379535664,0.06080103652626709,3,24
Virginia,County,495,1,0.00202020202020202,0.6743297030997766,495,-0.03219341812194321,0.06351591878935636,0.038276489379535664,0.06080103652626709,4,24
Virginia,County,332,1,0.0030120481927710845,0.4736280175256952,332,0.022374165489122855,0.23187732711977155,0.038276489379535664,0.06080103652626709,5,24
Virginia,County,344,1,0.0029069767441860465,0.4034426447111359,344,0.01604150183917946,0.140028891881267,0.038276489379535664,0.06080103652626709,6,24
Virginia,County,178,1,0.0056179775280898875,0.400350155710456,178,0.0034337249921869706,0.052461904303399864,0.038276489379535664,0.06080103652626709,7,24
Virginia,County,57,1,0.017543859649122806,0.3750915925247179,57,-0.031217887454409343,-0.013945381592472439,0.038276489379535664,0.06080103652626709,8,24
Virginia,County,181,1,0.0055248618784530384,0.35886735464955666,181,-0.016354786775658214,0.05022661215198354,0.038276489379535664,0.06080103652626709,9,24
Virginia,County,51,1,0.0196078431372549,0.3446252621756591,51,-0.036998800122478914,0.1290830835589039,0.038276489379535664,0.06080103652626709,10,24
World,Country,25,1,0.04,1.5080810944639065,25,-0.1183454291128796,0.3599827286990085,0.14650173486294027,0.11611970330176395,1,25
World,Country,29,1,0.034482758620689655,1.464867470053129,29,0.04020580536029916,0.1696343484222098,0.14650173486294027,0.11611970330176395,2,25
World,Country,28,1,0.03571428571428571,1.4246616646928298,28,-0.12942854306191065,0.015442949791905969,0.14650173486294027,0.11611970330176395,3,25
World,Country,31,1,0.03225806451612903,1.3427769009412314,31,-0.036539074248471914,0.04901242061495381,0.14650173486294027,0.11611970330176395,4,25
World,Country,33,1,0.030303030303030304,1.313575881138384,33,0.06804466080233951,0.1652903414075264,0.14650173486294027,0.11611970330176395,5,25
World,Country,34,1,0.029411764705882353,1.312604773540798,34,-9.711075975860073e-4,-0.06901576839992551,0.14650173486294027,0.11611970330176395,6,25
World,Country,32,1,0.03125,1.2455312203360445,32,-0.0972456806051869,-0.06070660635671499,0.14650173486294027,0.11611970330176395,7,25
World,Country,36,1,0.027777777777777776,1.210137861667549,36,0.07200696029930964,0.24648083247186814,0.14650173486294027,0.11611970330176395,8,25
World,Country,38,1,0.02631578947368421,1.0801853768823995,38,-0.061660254632794675,0.006631975519560296,0.14650173486294027,0.11611970330176395,9,25
World,Country,39,1,0.02564102564102564,1.0516755397330784,39,-0.028509837149321093,0.03315041748347358,0.14650173486294027,0.11611970330176395,10,25
