region,subregion,date,tfs_coefficient_value,tfs_exponent_value,tfs_coefficient_sd,tfs_exponent_sd,tfs_coefficient_r2,tfs_exponent_r2,information,window_flag,length
Brazil,State,2020-06-23,0.451683753190935,2.01074667682687,0.0335141818494877,0.00327294075688735,0.999764251368948,0.999764251368948,cases,fixed,90
Brazil,State,2020-06-24,0.426420269773583,2.01302358314902,0.032312723505522,0.003136742402614,0.999783949064707,0.999783949064707,cases,fixed,90
Brazil,State,2020-06-25,0.405863367247158,2.01484532352719,0.0315868507736852,0.00304836598996528,0.999796318149643,0.999796318149643,cases,fixed,90
Brazil,State,2020-06-26,0.389207824090812,2.01629251813408,0.0312412949175435,0.00299779566950595,0.999803301271889,0.999803301271889,cases,fixed,90
Brazil,State,2020-06-27,0.376753081647237,2.01734317306418,0.0312987612227148,0.00298652234113163,0.999804980844004,0.999804980844004,cases,fixed,90
Brazil,State,2020-06-28,0.370499634642939,2.01782198108192,0.031865328403183,0.00302392802947843,0.999800160924101,0.999800160924101,cases,fixed,90
Brazil,State,2020-06-29,0.371904265327193,2.01760380151032,0.0328103458465366,0.00309687209463677,0.999790360210902,0.999790360210902,cases,fixed,90
Brazil,State,2020-06-30,0.374130219769639,2.01730692762121,0.0338158071784824,0.00317496944898768,0.999779590953835,0.999779590953835,cases,fixed,90
Brazil,State,2020-07-01,0.37424610262012,2.01719344107134,0.0347956788506105,0.00325012929892914,0.99976900857425,0.99976900857425,cases,fixed,90
Brazil,State,2020-07-02,0.371237530912577,2.01735134407536,0.03566022664702,0.00331407686778817,0.999759869249937,0.999759869249937,cases,fixed,90
Brazil,State,2020-07-03,0.366080032065693,2.01769203013783,0.0364110875416894,0.00336713998900973,0.999752203615892,0.999752203615892,cases,fixed,90
Brazil,State,2020-07-04,0.35980991631667,2.01812221275962,0.0370992375972014,0.003414174374844,0.999745342853678,0.999745342853678,cases,fixed,90
Brazil,State,2020-07-05,0.354340660582366,2.01847312538895,0.0378783528473708,0.0034693391998922,0.999737140657762,0.999737140657762,cases,fixed,90
Brazil,State,2020-07-06,0.352034571435331,2.01853975289059,0.0389269065521902,0.00354878220472955,0.999724986107475,0.999724986107475,cases,fixed,90
Brazil,State,2020-07-07,0.350672451036172,2.01851762699749,0.0400820351614638,0.00363740607610528,0.999711076415765,0.999711076415765,cases,fixed,90
Brazil,State,2020-07-08,0.348044137090116,2.01859842644563,0.0411975327089519,0.00372190081833675,0.999697525787445,0.999697525787445,cases,fixed,90
Brazil,State,2020-07-09,0.344254635587963,2.01877238056711,0.0422664145985342,0.00380170576495706,0.999684473930295,0.999684473930295,cases,fixed,90
Brazil,State,2020-07-10,0.340441437320117,2.01894178478841,0.0433715406283194,0.0038843077945874,0.999670673530669,0.999670673530669,cases,fixed,90
Brazil,State,2020-07-11,0.33932044695129,2.01887548107827,0.0447260318393621,0.00398867055526563,0.999652722675508,0.999652722675508,cases,fixed,90
Brazil,State,2020-07-12,0.341894739266764,2.01848984658858,0.046366973510742,0.00411781789144029,0.999629737006629,0.999629737006629,cases,fixed,90
Brazil,State,2020-07-13,0.349093937558649,2.01770853202182,0.0482793584778423,0.00427012274950426,0.999601543622024,0.999601543622024,cases,fixed,90
Brazil,State,2020-07-14,0.360781181872081,2.01654694993051,0.0503677268012146,0.00443690887645974,0.999569327371677,0.999569327371677,cases,fixed,90
Brazil,State,2020-07-15,0.374832580825676,2.01518677005339,0.0525463973100791,0.00461051667034389,0.999534353526176,0.999534353526176,cases,fixed,90
Brazil,State,2020-07-16,0.391780525591978,2.01358549811779,0.0547901885603468,0.00478868074283533,0.99949688985805,0.99949688985805,cases,fixed,90
Brazil,State,2020-07-17,0.410449996682807,2.01184290457218,0.057086713573531,0.00497029834264711,0.999457086122415,0.999457086122415,cases,fixed,90
Brazil,State,2020-07-18,0.431008931342097,2.0099456442793,0.0594350053338313,0.00515526775986151,0.999414846735874,0.999414846735874,cases,fixed,90
Brazil,State,2020-07-19,0.45474037042014,2.00778813603051,0.0618106933018624,0.00534145856112575,0.999370493108558,0.999370493108558,cases,fixed,90
Brazil,State,2020-07-20,0.483002472713871,2.00525977387773,0.0641520697419845,0.00552355429942928,0.999325172448218,0.999325172448218,cases,fixed,90
Brazil,State,2020-07-21,0.515818972314229,2.00236190991698,0.0663929334189666,0.00569593580675431,0.999280348267752,0.999280348267752,cases,fixed,90
Brazil,State,2020-07-22,0.553282600398587,1.99909081931195,0.0684478416261536,0.00585141474866455,0.999238068913997,0.999238068913997,cases,fixed,90
Brazil,State,2020-07-23,0.594581833910865,1.99551629943134,0.0703008420884845,0.00598882867471833,0.999199031880054,0.999199031880054,cases,fixed,90
Brazil,State,2020-07-24,0.639214273759101,1.99168204411522,0.0719379429272434,0.00610719185787651,0.999163877630642,0.999163877630642,cases,fixed,90
Brazil,State,2020-07-25,0.685774887771578,1.98770435634046,0.073442131401629,0.00621374081910731,0.999131009288111,0.999131009288111,cases,fixed,90
Brazil,State,2020-07-26,0.73480826413038,1.98353912961758,0.0747742168723222,0.00630529776507951,0.999101476863312,0.999101476863312,cases,fixed,90
Brazil,State,2020-07-27,0.786565221487671,1.97916673046617,0.0759050122775677,0.00637956596876282,0.999076140145854,0.999076140145854,cases,fixed,90
Brazil,State,2020-07-28,0.839779410654731,1.97469116821906,0.076922933568504,0.00644413514423945,0.999053088294706,0.999053088294706,cases,fixed,90
Brazil,State,2020-07-29,0.893686585693126,1.97017500445665,0.0778815891146086,0.0065035844045919,0.999031131178413,0.999031131178413,cases,fixed,90
Brazil,State,2020-07-30,0.947126803146509,1.96571204398809,0.0788755840921292,0.0065658483080802,0.999008024659771,0.999008024659771,cases,fixed,90
