region,subregion,date,hurst_value,hurst_sd,information,window_flag,length,hurst_excess_fit,hurst_excess_lower,hurst_excess_upper
Brazil,State,2020-05-24,0.727399082761336,0.1482525273215819,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-25,0.7386548018878414,0.1444916669514991,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-26,0.7349657730755967,0.1428353123764843,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-27,0.7313737400804963,0.14432969968944806,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-28,0.6963995673318636,0.14425428174445554,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-29,0.7123023897414161,0.14238440492735177,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-30,0.7192702922638375,0.1402499604447744,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-05-31,0.7080719348862218,0.14529077899161277,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-01,0.7100161360060836,0.14730599876585176,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-02,0.7114316355955129,0.14453106059916906,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-03,0.7175487582760871,0.14512741344448593,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-04,0.7227763030111192,0.14563329254652121,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-05,0.7159451103941553,0.1495657324290683,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-06,0.6987210789135726,0.14655649026975576,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-07,0.6967969834546606,0.1452159929586599,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-08,0.6954832332166454,0.14154050381388372,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
Brazil,State,2020-06-09,0.6778766283505362,0.1401454956119116,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
