region,subregion,date,cases,deaths,ma_days,lag_days,ma_cases,ma_deaths
Brasil,State,2020-04-02,1169,61,10,19,945.7000000000002,52.650000000000006
Brasil,State,2020-04-03,1112,60,10,19,1103.55,63.15000000000001
Brasil,State,2020-04-04,1169,80,10,19,1273.75,73.99999999999999
Brasil,State,2020-04-05,1043,52,10,19,1382.25,83.2
Brasil,State,2020-04-06,838,73,10,19,1408.7000000000003,88.39999999999999
Brasil,State,2020-04-07,1821,121,10,19,1420.8500000000001,91.45
Brasil,State,2020-04-08,2175,135,10,19,1450.6,96.20000000000002
Brasil,State,2020-04-09,1937,133,10,19,1502.6000000000001,105.20000000000002
Brasil,State,2020-04-10,1742,114,10,19,1649.55,118.74999999999999
Brasil,State,2020-04-11,1055,68,10,19,1821.7000000000003,132.75
Brasil,State,2020-04-12,1464,96,10,19,1957.65,143.70000000000002
Brasil,State,2020-04-13,1412,120,10,19,2061.55,151.55
Brasil,State,2020-04-14,1909,200,10,19,2095.9500000000003,154.05000000000004
Brasil,State,2020-04-15,3242,203,10,19,2100.1000000000004,152.85
Brasil,State,2020-04-16,2082,202,10,19,2184.3500000000004,157.8
Brasil,State,2020-04-17,3296,211,10,19,2332.5,166.75000000000003
Brasil,State,2020-04-18,2778,202,10,19,2519.65,184.8
Brasil,State,2020-04-19,2022,116,10,19,2743.05,207.85000000000002
Brasil,State,2020-04-20,1740,107,10,19,2945.95,223.95000000000002
Brasil,State,2020-04-21,2742,174,10,19,3130.45,232.64999999999998
Brasil,State,2020-04-22,2740,169,10,19,3254.55,238.60000000000002
Brasil,State,2020-04-23,3879,408,10,19,3469.6499999999996,257.6
Brasil,State,2020-04-24,3910,373,10,19,3851.25,288.25000000000006
Brasil,State,2020-04-25,5299,352,10,19,4339.3,321.4
Brasil,State,2020-04-26,3715,227,10,19,4758.5,352.45
Brasil,State,2020-04-27,4145,305,10,19,5007.25,376.8
Brasil,State,2020-04-28,6231,488,10,19,5144.2,379.84999999999997
Brasil,State,2020-04-29,6201,443,10,19,5326.0999999999995,369.34999999999997
Brasil,State,2020-04-30,7322,443,10,19,5585.0999999999995,377.85
Brasil,State,2020-05-01,5544,459,10,19,6031.700000000002,409.70000000000005
Brasil,State,2020-05-02,4913,371,10,19,6652.450000000001,448.1
Brasil,State,2020-05-03,4445,267,10,19,7140.55,479.9
Brasil,State,2020-05-04,6982,304,10,19,7547.15,504.59999999999997
Brasil,State,2020-05-05,7407,591,10,19,7692.05,517.75
Brasil,State,2020-05-06,10539,625,10,19,7672.65,520.8000000000001
Brasil,State,2020-05-07,9736,675,10,19,7940.950000000001,545.65
Brasil,State,2020-05-08,10402,754,10,19,8538,594.7500000000001
Brasil,State,2020-05-09,10162,671,10,19,9257.900000000001,644.5500000000001
Brasil,State,2020-05-10,6259,478,10,19,10018.05,684.95
Brasil,State,2020-05-11,6219,485,10,19,10596.6,705.8
Brasil,State,2020-05-12,9604,842,10,19,10669.05,701.75
Brasil,State,2020-05-13,11695,778,10,19,10773.35,691.4
Brasil,State,2020-05-14,14130,789,10,19,11347.05,713.7499999999999
Brasil,State,2020-05-15,15462,914,10,19,12411.2,763.0500000000001
Brasil,State,2020-05-16,14055,719,10,19,13705.500000000002,817.5999999999999
Brasil,State,2020-05-17,7669,500,10,19,14911.400000000001,856.2500000000001
Brasil,State,2020-05-18,14555,722,10,19,15786.85,879.0999999999999
Brasil,State,2020-05-19,17483,1150,10,19,16069.949999999999,885.95
Brasil,State,2020-05-20,20221,985,10,19,15953.150000000001,870.0000000000001
Brasil,State,2020-05-21,18143,1069,10,19,15932.4,877.4000000000001
Brasil,State,2020-05-22,21798,1031,10,19,16672.250000000004,922.2000000000002
Brasil,State,2020-05-23,17010,1046,10,19,17987.6,973.5500000000001
Brasil,State,2020-05-24,14477,658,10,19,19146.850000000002,996.3000000000001
Brasil,State,2020-05-25,12779,726,10,19,20222.15,989.65
Brasil,State,2020-05-26,16323,1055,10,19,20581.05,953.6500000000001
Brasil,State,2020-05-27,20198,1060,10,19,20002.55,909.25
Brasil,State,2020-05-28,28333,1189,10,19,20403.2,910.6999999999999
Brasil,State,2020-05-29,26890,1138,10,19,21716.699999999997,953.4
Brasil,State,2020-05-30,32320,864,10,19,23255.65,1019.4
Brasil,State,2020-05-31,13222,470,10,19,25002.95,1059.65
Brasil,State,2020-06-01,15149,742,10,19,25971.3,1047.75
Brasil,State,2020-06-02,31672,1364,10,19,25633.500000000004,999.1500000000001
Brasil,State,2020-06-03,26085,1194,10,19,24638.350000000002,949.75
Brasil,State,2020-06-04,31950,1510,10,19,24129.200000000004,952.45
Brasil,State,2020-06-05,32098,1076,10,19,25126.15,1007.2
Brasil,State,2020-06-06,23790,801,10,19,26834.95,1071.85
Brasil,State,2020-06-07,17985,476,10,19,27144.55,1072.1000000000001
Brasil,State,2020-06-08,17335,863,10,19,26528.899999999998,1029.15
Brasil,State,2020-06-09,31692,1193,10,19,25526.2,968.5000000000001
Brasil,State,2020-06-10,33789,1236,10,19,24394.2,909.0999999999999
Brasil,State,2020-06-11,28758,1269,10,19,24679.700000000004,920.0500000000001
Brasil,State,2020-06-12,24255,842,10,19,25986.050000000003,982.05
Brasil,State,2020-06-13,21189,857,10,19,27041.9,1036.2000000000003
Brasil,State,2020-06-14,16792,634,10,19,28669.15,1053.8500000000001
Brasil,State,2020-06-15,24616,764,10,19,29640.55,1040.1000000000001
Brasil,State,2020-06-16,36982,1332,10,19,28784.200000000008,994.4000000000001
Brasil,State,2020-06-17,30920,1185,10,19,28286.250000000004,956.0500000000001
Brasil,State,2020-06-18,25517,1237,10,19,29313.450000000004,978.1
Brasil,State,2020-06-19,56055,1172,10,19,31442.050000000003,1029.3
Brasil,State,2020-06-20,28854,982,10,19,33497.5,1073.5500000000002
Brasil,State,2020-06-21,16566,609,10,19,34734.85,1077
Brasil,State,2020-06-22,26488,735,10,19,35429.7,1052.5
Brasil,State,2020-06-23,39500,1405,10,19,36103.25,1013.1500000000001
Brasil,State,2020-06-24,41053,1110,10,19,34746.1,958.4000000000001
Brasil,State,2020-06-25,41464,1173,10,19,33556.6,952.1
Brasil,State,2020-06-26,44881,992,10,19,35610.850000000006,992.5500000000002
Brasil,State,2020-06-27,36918,1035,10,19,38019.299999999996,1042.55
Brasil,State,2020-06-28,32990,600,10,19,39091.700000000004,1059.1000000000001
Brasil,State,2020-06-29,21439,714,10,19,38894.25000000001,1046.8500000000001
Brasil,State,2020-06-30,39680,1314,10,19,37706.299999999996,1013.5
Brasil,State,2020-07-01,46825,1086,10,19,35871.25000000001,967.35
Brasil,State,2020-07-02,44398,1258,10,19,35338.700000000004,965.1
Brasil,State,2020-07-03,43038,1213,10,19,36440.55,1006.9499999999999
Brasil,State,2020-07-04,33566,1057,10,19,38129.35,1061
Brasil,State,2020-07-05,25192,559,10,19,39436.7,1085.65
Brasil,State,2020-07-06,24452,683,10,19,39074.25,1077.1499999999999
Brasil,State,2020-07-07,46696,1299,10,19,37443.25000000001,1037.3500000000001
Brasil,State,2020-07-08,45249,1173,10,19,35381.25,986.25
Brasil,State,2020-07-09,42956,1222,10,19,34816.50000000001,979.4
Brasil,State,2020-07-10,44310,1299,10,19,36045.299999999996,1027.2
Brasil,State,2020-07-11,34946,931,10,19,37783.2,1094.6500000000003
Brasil,State,2020-07-12,23657,617,10,19,38151.700000000004,1117.7000000000003
Brasil,State,2020-07-13,22539,832,10,19,36573.15,1092.4500000000003
Brasil,State,2020-07-14,42770,1301,10,19,34608.40000000001,1050.0500000000002
Brasil,State,2020-07-15,40564,1271,10,19,32556.300000000003,997.8500000000003
Brasil,State,2020-07-16,43838,1320,10,19,32090.250000000004,990.9000000000001
Brasil,State,2020-07-17,34680,1123,10,19,34813.95,1044.15
Brasil,State,2020-07-18,25694,844,10,19,38677.95,1102.15
Brasil,State,2020-07-19,23216,703,10,19,41116.3,1118.2499999999998
Brasil,State,2020-07-20,23008,774,10,19,42163.5,1102.1499999999999
Brasil,State,2020-07-21,46927,1317,10,19,41453.3,1056.55
Brasil,State,2020-07-22,66150,1296,10,19,40060.8,997.15
Brasil,State,2020-07-23,57326,1313,10,19,41141.74999999999,995.85
Brasil,State,2020-07-24,56750,1142,10,19,44167.950000000004,1041.2500000000002
Brasil,State,2020-07-25,47528,1108,10,19,47536.75,1087.4
Brasil,State,2020-07-26,22670,571,10,19,49605.149999999994,1106.4999999999998
Brasil,State,2020-07-27,27998,684,10,19,48684.65,1086.25
Brasil,State,2020-07-28,53995,1257,10,19,45798.00000000001,1029.4
Brasil,State,2020-07-29,55439,1198,10,19,42302.450000000004,963.3000000000001
Brasil,State,2020-07-30,58161,1202,10,19,40886.450000000004,946.7500000000001
Brasil,State,2020-07-31,53142,1271,10,19,43010.950000000004,998.4
Brasil,State,2020-08-01,41525,937,10,19,45998.100000000006,1066.4500000000003
Brasil,State,2020-08-02,24218,535,10,19,47068.05,1084.8500000000001
Brasil,State,2020-08-03,19947,598,10,19,46384.950000000004,1057.5500000000002
Brasil,State,2020-08-04,56011,1321,10,19,44147.70000000001,1007.2
Brasil,State,2020-08-05,56677,1391,10,19,41050.700000000004,951.4
Brasil,State,2020-08-06,53734,1225,10,19,40177.700000000004,939.5
Brasil,State,2020-08-07,49658,1084,10,19,42163.6,984.5
Brasil,State,2020-08-08,46114,825,10,19,45740.350000000006,1048.8
Brasil,State,2020-08-09,22741,568,10,19,47456.5,1064.9
Brasil,State,2020-08-10,26622,789,10,19,46137.5,1016.4499999999999
Brasil,State,2020-08-11,50585,1181,10,19,43611.3,951.8499999999999
Brasil,State,2020-08-12,54876,1191,10,19,40800.30000000001,905.35
Brasil,State,2020-08-13,60824,1228,10,19,39661.59999999999,916.5
Brasil,State,2020-08-14,49457,1013,10,19,41077.3,972
Brasil,State,2020-08-15,36851,730,10,19,43172.05,1023.75
Brasil,State,2020-08-16,23036,594,10,19,43087.549999999996,1040.25
Brasil,State,2020-08-17,24136,785,10,19,41748.75000000001,1016.25
Brasil,State,2020-08-18,48862,1347,10,19,39361.45,959.5000000000001
Brasil,State,2020-08-19,48307,1156,10,19,36095.35,905.6
Brasil,State,2020-08-20,42951,1236,10,19,35250.600000000006,914.0000000000001
Brasil,State,2020-08-21,32566,1064,10,19,36977.350000000006,962.2000000000002
Brasil,State,2020-08-22,46119,828,10,19,39143.1,996.6500000000001
Brasil,State,2020-08-23,21835,456,10,19,39810.6,981.5000000000001
Brasil,State,2020-08-24,23124,707,10,19,39031.700000000004,944.05
Brasil,State,2020-08-25,46289,1204,10,19,37081.90000000001,889.85
Brasil,State,2020-08-26,48133,1084,10,19,36532.50000000001,826.75
Brasil,State,2020-08-27,42354,984,10,19,37300.200000000004,822.05
Brasil,State,2020-08-28,43994,845,10,19,38441.00000000001,875.9499999999999
Brasil,State,2020-08-29,37597,909,10,19,40863.850000000006,921.4999999999999
Brasil,State,2020-08-30,14665,399,10,19,41728.65,911.85
Brasil,State,2020-08-31,49864,639,10,19,40695.700000000004,870.15
Brasil,State,2020-09-01,44175,1159,10,19,38599.95,819.95
Brasil,State,2020-09-02,46595,1203,10,19,35494.399999999994,767.4499999999999
Brasil,State,2020-09-03,46821,871,10,19,32829.9,721.9000000000001
Brasil,State,2020-09-04,39888,847,10,19,33010.5,740.5
Brasil,State,2020-09-05,33875,607,10,19,33676.95,795.2500000000001
Brasil,State,2020-09-06,14697,457,10,19,33084.8,796.4000000000001
Brasil,State,2020-09-07,9540,322,10,19,32162.299999999996,759.0500000000001
Brasil,State,2020-09-08,18761,521,10,19,29735.899999999998,714
Brasil,State,2020-09-09,37113,1159,10,19,27117.65,671.1500000000002
Brasil,State,2020-09-10,40745,974,10,19,26182.699999999997,675.4500000000002
Brasil,State,2020-09-11,41451,847,10,19,27359.849999999995,724.5500000000001
Brasil,State,2020-09-12,30869,768,10,19,29836.749999999996,777.1500000000001
Brasil,State,2020-09-13,14019,405,10,19,32227.5,819.8499999999999
Brasil,State,2020-09-14,20325,456,10,19,32897.4,811.3000000000001
Brasil,State,2020-09-15,34739,1084,10,19,31254.15,756.2500000000002
Brasil,State,2020-09-16,37376,962,10,19,28782.500000000004,705.85
Brasil,State,2020-09-17,36399,869,10,19,27795.700000000004,688.0500000000001
Brasil,State,2020-09-18,39717,828,10,19,28950.450000000008,715.85
Brasil,State,2020-09-19,29555,681,10,19,30469.950000000004,759.1
Brasil,State,2020-09-20,15438,351,10,19,30932.650000000005,762.9000000000001
Brasil,State,2020-09-21,17325,462,10,19,30178.050000000003,737.8
Brasil,State,2020-09-22,35259,797,10,19,28414.3,699.3000000000002
Brasil,State,2020-09-23,32724,932,10,19,26140.999999999996,650.9
Brasil,State,2020-09-24,32010,794,10,19,25157.100000000002,637.75
Brasil,State,2020-09-25,32308,822,10,19,26193.550000000003,678.1500000000001
Brasil,State,2020-09-26,24715,722,10,19,27993.800000000003,725.3500000000001
Brasil,State,2020-09-27,13785,339,10,19,28794.15,733.7500000000001
Brasil,State,2020-09-28,16865,390,10,19,28172.4,708.6
Brasil,State,2020-09-29,32729,856,10,19,26521.749999999996,669.6000000000001
Brasil,State,2020-09-30,32993,984,10,19,25057.500000000004,627.1500000000001
Brasil,State,2020-10-01,35775,773,10,19,25084.65,610.1
Brasil,State,2020-10-02,32816,654,10,19,26282.350000000002,633.8000000000002
Brasil,State,2020-10-03,22732,572,10,19,27637.250000000004,670.2500000000001
Brasil,State,2020-10-04,8989,374,10,19,27885.050000000003,677.2999999999998
Brasil,State,2020-10-05,26044,393,10,19,27173.300000000003,644.6500000000001
Brasil,State,2020-10-06,31522,810,10,19,25532.000000000007,597.35
Brasil,State,2020-10-07,30932,725,10,19,23143.550000000003,549.6
Brasil,State,2020-10-08,26816,733,10,19,21465.500000000004,516.85
Brasil,State,2020-10-09,27734,654,10,19,21939.000000000004,525.0500000000001
Brasil,State,2020-10-10,23753,533,10,19,23100.350000000002,564.0500000000001
Brasil,State,2020-10-11,12189,278,10,19,23172.85,576.75
Brasil,State,2020-10-12,8633,194,10,19,22518.6,552.9
Brasil,State,2020-10-13,13354,377,10,19,21272.5,512.5
Brasil,State,2020-10-14,27837,733,10,19,19976.35,471.2
Brasil,State,2020-10-15,30423,814,10,19,19419.000000000004,460.55
Brasil,State,2020-10-16,28593,643,10,19,20102.7,480.9
Brasil,State,2020-10-17,20776,415,10,19,21592.500000000004,511.05
Brasil,State,2020-10-18,12050,235,10,19,23227.000000000004,535.9
Brasil,State,2020-10-19,16577,326,10,19,23916.249999999996,527.9
Brasil,State,2020-10-20,23763,648,10,19,22869.1,481.55
Brasil,State,2020-10-21,25853,570,10,19,21461.3,435.45
Brasil,State,2020-10-22,24765,505,10,19,21420.95,423.90000000000003
Brasil,State,2020-10-23,29912,563,10,19,22696.15,442.90000000000003
Brasil,State,2020-10-24,25064,387,10,19,24017.749999999996,467.65000000000003
Brasil,State,2020-10-25,12253,233,10,19,24553.15,475.15
Brasil,State,2020-10-26,18607,302,10,19,23948.850000000002,457.5
Brasil,State,2020-10-27,29955,525,10,19,22585.600000000002,428.5
Brasil,State,2020-10-28,28375,505,10,19,20773.55,393.49999999999994
Brasil,State,2020-10-29,26684,551,10,19,19166.25,368.65000000000003
Brasil,State,2020-10-30,24364,573,10,19,19195.100000000002,382.95
Brasil,State,2020-10-31,13166,292,10,19,20009.85,417.25000000000006
Brasil,State,2020-11-01,10187,203,10,19,19783.85,419.6000000000001
Brasil,State,2020-11-02,8249,165,10,19,18764.5,393.05000000000007
Brasil,State,2020-11-03,14581,288,10,19,17423.800000000003,361.15000000000003
Brasil,State,2020-11-04,23313,618,10,19,16067.100000000004,323.75
Brasil,State,2020-11-05,23842,603,10,19,17182.25,299.7000000000001
Brasil,State,2020-11-06,20200,271,10,19,19647.85,313.55
Brasil,State,2020-11-07,17743,228,10,19,21733.300000000003,370.50000000000006
Brasil,State,2020-11-08,10502,190,10,19,24222.600000000002,423.3
Brasil,State,2020-11-09,13412,186,10,19,25577.500000000004,443.50000000000006
Brasil,State,2020-11-10,46421,198,10,19,25228.850000000002,426.1500000000001
Brasil,State,2020-11-11,26244,574,10,19,24509.05,402.30000000000007
Brasil,State,2020-11-12,33901,933,10,19,25173.350000000006,424.09999999999997
Brasil,State,2020-11-13,38715,576,10,19,27262.000000000004,474.8500000000001
Brasil,State,2020-11-14,26277,734,10,19,29591.85,526.15
Brasil,State,2020-11-15,13905,140,10,19,30342.149999999998,565
Brasil,State,2020-11-16,15741,257,10,19,30162.850000000002,569.95
Brasil,State,2020-11-17,35488,678,10,19,29562.899999999998,521.35
Brasil,State,2020-11-18,34530,755,10,19,27736.15,472.55
Brasil,State,2020-11-19,35981,647,10,19,27120.8,456.15
Brasil,State,2020-11-20,38858,514,10,19,29069.3,474.95000000000005
Brasil,State,2020-11-21,30221,357,10,19,31862.25,521.75
Brasil,State,2020-11-22,17925,178,10,19,33020.25,538.45
Brasil,State,2020-11-23,18156,355,10,19,33768.9,521.95
Brasil,State,2020-11-24,34529,627,10,19,33867.950000000004,490.70000000000005
Brasil,State,2020-11-25,44623,623,10,19,32360.950000000004,461.84999999999997
Brasil,State,2020-11-26,40882,710,10,19,32690.75,470.1000000000001
Brasil,State,2020-11-27,33507,559,10,19,35306.25000000001,511.55
Brasil,State,2020-11-28,51484,544,10,19,38432.45000000001,556.9
Brasil,State,2020-11-29,21008,233,10,19,40688.3,579.75
Brasil,State,2020-11-30,23691,351,10,19,41128.2,583.5
Brasil,State,2020-12-01,51984,685,10,19,40188.49999999999,566.2
Brasil,State,2020-12-02,48472,679,10,19,39141.5,541.0000000000001
Brasil,State,2020-12-03,50133,761,10,19,38632.65,546.95
Brasil,State,2020-12-04,47669,678,10,19,40126.850000000006,590.6
Brasil,State,2020-12-05,40281,647,10,19,43298.25000000001,642.5
Brasil,State,2020-12-06,26430,340,10,19,44819.05,662.2
Brasil,State,2020-12-07,27019,425,10,19,44539.55,660.9000000000001
Brasil,State,2020-12-08,47795,797,10,19,42826.8,637.4999999999999
Brasil,State,2020-12-09,54581,853,10,19,40406.799999999996,605.95
Brasil,State,2020-12-10,53546,769,10,19,39779.3,612.0500000000001
Brasil,State,2020-12-11,52545,661,10,19,42151.1,656.45
Brasil,State,2020-12-12,42321,677,10,19,46219.1,718.25
Brasil,State,2020-12-13,22029,295,10,19,48555.15,750.9500000000002
Brasil,State,2020-12-14,27373,513,10,19,48490.600000000006,742.2
Brasil,State,2020-12-15,48027,934,10,19,46720.3,714.9500000000002
Brasil,State,2020-12-16,66120,941,10,19,44021.850000000006,692.4
Brasil,State,2020-12-17,68689,1060,10,19,43493.600000000006,702
Brasil,State,2020-12-18,52846,816,10,19,45392.5,750.1
Brasil,State,2020-12-19,48239,659,10,19,48116.200000000004,795.95
Brasil,State,2020-12-20,24482,418,10,19,48315.65,785.7000000000002
Brasil,State,2020-12-21,27640,561,10,19,44543.950000000004,730.85
Brasil,State,2020-12-22,56661,969,10,19,39560.75,662.45
Brasil,State,2020-12-23,45667,965,10,19,35736.350000000006,612.35
Brasil,State,2020-12-24,58209,760,10,19,34872.200000000004,617.95
Brasil,State,2020-12-25,21180,482,10,19,36834.15,677.4
Brasil,State,2020-12-26,17533,296,10,19,39730.75000000001,739.9999999999999
Brasil,State,2020-12-27,17612,337,10,19,39385.600000000006,737.7500000000001
Brasil,State,2020-12-28,27435,537,10,19,36183.6,679.15
Brasil,State,2020-12-29,56367,1050,10,19,32616.800000000003,623.0500000000001
Brasil,State,2020-12-30,55593,1216,10,19,30758.300000000003,606.2000000000002
Brasil,State,2020-12-31,54461,1015,10,19,32978.200000000004,656.4000000000001
Brasil,State,2021-01-01,22937,470,10,19,37249.05,745.6500000000001
Brasil,State,2021-01-02,15351,292,10,19,42518.5,839.3500000000001
Brasil,State,2021-01-03,17189,311,10,19,45704.950000000004,889.8000000000002
Brasil,State,2021-01-04,25030,594,10,19,45655.149999999994,880.8
Brasil,State,2021-01-05,58081,1188,10,19,44173.2,844.1000000000001
Brasil,State,2021-01-06,62481,1230,10,19,43291.6,818.8500000000001
Brasil,State,2021-01-07,87955,1518,10,19,46134.9,861.5500000000001
Brasil,State,2021-01-08,59576,1078,10,19,50718.95,950.85
Brasil,State,2021-01-09,51388,1008,10,19,55014.15,1026.5
Brasil,State,2021-01-10,29027,489,10,19,57728.8,1051.9
Brasil,State,2021-01-11,30739,491,10,19,58076.950000000004,1038.5
Brasil,State,2021-01-12,64415,1125,10,19,55047.75,979.35
Brasil,State,2021-01-13,59806,1264,10,19,50688.100000000006,900.9
Brasil,State,2021-01-14,68317,1154,10,19,49692.950000000004,878.4
Brasil,State,2021-01-15,69087,1136,10,19,52002.549999999996,931.3000000000001
Brasil,State,2021-01-16,58438,1014,10,19,55184.6,1019.4
Brasil,State,2021-01-17,31414,551,10,19,56203.299999999996,1059.5
Brasil,State,2021-01-18,28924,476,10,19,55736.5,1050.8500000000001
Brasil,State,2021-01-19,62137,1160,10,19,53670.9,1016.9000000000001
Brasil,State,2021-01-20,64470,1395,10,19,49752.950000000004,966.5500000000001
Brasil,State,2021-01-21,58937,1347,10,19,47983.00000000001,951.2000000000002
Brasil,State,2021-01-22,56591,1071,10,19,49808.35,997.45
Brasil,State,2021-01-23,58294,1145,10,19,53066.7,1084.75
Brasil,State,2021-01-24,28517,594,10,19,54525.049999999996,1129
Brasil,State,2021-01-25,30528,689,10,19,53824.399999999994,1115.05
Brasil,State,2021-01-26,61598,1154,10,19,51704.45,1065.95
Brasil,State,2021-01-27,64761,1336,10,19,48746.90000000001,1004.55
Brasil,State,2021-01-28,60744,1437,10,19,47239.700000000004,987.8000000000001
Brasil,State,2021-01-29,59484,1084,10,19,48432.30000000001,1023.6500000000001
Brasil,State,2021-01-30,53110,1192,10,19,51055.100000000006,1083.15
Brasil,State,2021-01-31,27898,568,10,19,51887.85,1117.3500000000001
Brasil,State,2021-02-01,28479,622,10,19,50469.40000000001,1102.25
Brasil,State,2021-02-02,56262,1259,10,19,47817.65,1034.85
Brasil,State,2021-02-03,54401,1197,10,19,44543.2,969.2000000000002
Brasil,State,2021-02-04,57100,1276,10,19,42902.65,957.1
Brasil,State,2021-02-05,51681,1251,10,19,44467.2,1002.85
Brasil,State,2021-02-06,46309,937,10,19,47382.95,1083.45
Brasil,State,2021-02-07,26161,488,10,19,48272.45,1122.45
Brasil,State,2021-02-08,28578,720,10,19,47428.55,1111.8999999999999
Brasil,State,2021-02-09,51205,1314,10,19,45632.1,1072.15
Brasil,State,2021-02-10,61094,1361,10,19,43019.100000000006,1008.9499999999999
Brasil,State,2021-02-11,53598,1441,10,19,42672.85,984.65
Brasil,State,2021-02-12,48933,1220,10,19,44673.350000000006,1027.45
Brasil,State,2021-02-13,44852,1025,10,19,46970.50000000001,1098.4
Brasil,State,2021-02-14,30720,653,10,19,48261.50000000001,1135.1000000000001
Brasil,State,2021-02-15,25801,610,10,19,47871.9,1119.3999999999999
Brasil,State,2021-02-16,65264,1092,10,19,46229.950000000004,1061.15
Brasil,State,2021-02-17,47216,1189,10,19,44169.049999999996,993.95
Brasil,State,2021-02-18,53466,1438,10,19,44249.5,985.15
Brasil,State,2021-02-19,52137,1330,10,19,46917.95,1041.45
Brasil,State,2021-02-20,52370,1031,10,19,50774.50000000001,1129.35
Brasil,State,2021-02-21,29483,606,10,19,52804.2,1190.15
Brasil,State,2021-02-22,31830,711,10,19,53270.05000000001,1205.8500000000001
Brasil,State,2021-02-23,63564,1358,10,19,52824.65000000001,1175.7000000000003
Brasil,State,2021-02-24,65377,1446,10,19,51231.15,1117.2
Brasil,State,2021-02-25,68275,1575,10,19,51008.600000000006,1126.5
Brasil,State,2021-02-26,63384,1343,10,19,53544.8,1223
Brasil,State,2021-02-27,58413,1252,10,19,57923.6,1339.75
Brasil,State,2021-02-28,33361,772,10,19,60578.350000000006,1412.2500000000002
Brasil,State,2021-03-01,40372,826,10,19,61101,1432.15
Brasil,State,2021-03-02,59684,1721,10,19,61847.65000000001,1410.45
Brasil,State,2021-03-03,72893,1846,10,19,61177.3,1375.3500000000001
Brasil,State,2021-03-04,75996,1806,10,19,60480.100000000006,1398.95
Brasil,State,2021-03-05,72493,1713,10,19,63528.55000000001,1514.1499999999996
Brasil,State,2021-03-06,66901,1489,10,19,67767.75000000001,1662.8999999999999
Brasil,State,2021-03-07,81684,1098,10,19,70741.09999999999,1751.3499999999997
Brasil,State,2021-03-08,36568,1118,10,19,71752.6,1776.8500000000001
Brasil,State,2021-03-09,71285,1949,10,19,69997.55,1745.4499999999998
Brasil,State,2021-03-10,81458,2379,10,19,66960.3,1689.5500000000002
Brasil,State,2021-03-11,77059,2194,10,19,66487.05,1738.45
Brasil,State,2021-03-12,82464,2122,10,19,67771.3,1884.5500000000004
Brasil,State,2021-03-13,70343,1955,10,19,70686.6,2042.9500000000005
Brasil,State,2021-03-14,43445,1069,10,19,74094.35,2158.4500000000003
Brasil,State,2021-03-15,44299,1332,10,19,74526.65,2193.2000000000003
Brasil,State,2021-03-16,85630,2848,10,19,72637.8,2145.3
Brasil,State,2021-03-17,88640,2661,10,19,69831.85,2071.85
Brasil,State,2021-03-18,87918,2723,10,19,69249.04999999999,2105.4
Brasil,State,2021-03-19,88090,2654,10,19,72363.65,2227.35
Brasil,State,2021-03-20,73299,2369,10,19,77433.35,2355.6500000000005
