region,subregion,date,distribution_name,information,scale,inequality,shape,aic,bic,meanlog,sdlog,log-likelihood
Brasil,State,2020-05-15,lognormal,cum_cases,NA,NA,NA,537.101367960693,587.101367960693,8.35651417899997,1.10163583978125,266.550683980347
Brasil,State,2020-05-15,lognormal,cum_deaths,NA,NA,NA,379.63725097537,429.63725097537,5.13827467191547,1.49038541163939,187.818625487685
Brasil,State,2020-05-15,weibull,cum_cases,7525.05211026002,NA,0.873749914586424,543.41104696332,546.002720695328,NA,NA,NA
Brasil,State,2020-06-01,burr,cum_cases,22203.2454838557,34.3145298309666,0.0640611629376737,587.554371902125,591.441882500138,NA,NA,NA
Brasil,State,2020-06-01,burr,cum_deaths,1127.17095537402,245.030007982885,0.00851593553467011,425.975314557389,429.862825155402,NA,NA,NA
Brasil,State,2020-06-01,gamma,cum_cases,19675.7407407408,NA,1.06060807472473,591.846931941763,594.438605673772,NA,NA,NA
Brasil,State,2020-06-01,gamma,cum_deaths,1115.07407407407,NA,0.579700893086917,430.192575373284,432.784249105293,NA,NA,NA
Brasil,State,2020-06-01,lognormal,cum_cases,NA,NA,NA,586.159571920482,636.159571920482,9.34659215828558,1.01531893289195,291.079785960241
Brasil,State,2020-06-01,lognormal,cum_deaths,NA,NA,NA,421.226392087682,471.226392087682,5.94536650881507,1.43635504303226,208.613196043841
Brasil,State,2020-06-01,weibull,cum_cases,19351.0495115799,NA,0.968279046500532,591.851712532108,594.443386264116,NA,NA,NA
Brasil,State,2020-06-15,burr,cum_cases,38705.7547959833,33.3110150680632,0.068833247025192,614.708859683271,618.596370281284,NA,NA,NA
Brasil,State,2020-06-15,burr,cum_deaths,1732.64473196253,42.353772187276,0.0522713804621568,448.606916947546,452.494427545559,NA,NA,NA
Brasil,State,2020-06-15,gamma,cum_cases,33083.3703703703,NA,1.26346533104653,619.107326942984,621.699000674992,NA,NA,NA
Brasil,State,2020-06-15,gamma,cum_deaths,1636.51851851852,NA,0.658265054928601,453.91179180898,456.503465540988,NA,NA,NA
Brasil,State,2020-06-15,lognormal,cum_cases,NA,NA,NA,613.726292459256,663.726292459256,9.961477514146,0.9146724199849,304.863146229628
Brasil,State,2020-06-15,lognormal,cum_deaths,NA,NA,NA,445.403536048317,495.403536048317,6.47423515362751,1.324410899689,220.701768024158
Brasil,State,2020-06-15,weibull,cum_cases,33990.2740511874,NA,1.06070925943475,619.791485591924,622.383159323932,NA,NA,NA
Brasil,State,2020-07-01,burr,cum_cases,68069.5034163628,21.6387654421775,0.119522031823481,639.390630178578,643.278140776591,NA,NA,NA
Brasil,State,2020-07-01,burr,cum_deaths,2446.05008324748,35.1923668495451,0.063202481500486,467.537596531406,471.425107129419,NA,NA,NA
Brasil,State,2020-07-01,gamma,cum_cases,54051.2222222222,NA,1.61828330103808,643.192354112782,645.78402784479,NA,NA,NA
Brasil,State,2020-07-01,gamma,cum_deaths,2254.33333333333,NA,0.786051073649919,473.784970536172,476.376644268181,NA,NA,NA
Brasil,State,2020-07-01,lognormal,cum_cases,NA,NA,NA,637.786099909452,687.786099909452,10.5579462089641,0.78654470231063,316.893049954726
Brasil,State,2020-07-01,lognormal,cum_deaths,NA,NA,NA,465.487553501373,515.487553501373,6.96381926317205,1.17739699344365,230.743776750686
Brasil,State,2020-07-01,weibull,cum_cases,57868.0243705228,NA,1.1870376377837,645.019150366402,647.610824098411,NA,NA,NA
Brasil,State,2020-07-15,burr,cum_cases,95924.1648410998,17.1756468859736,0.162435269721865,654.977065383937,658.86457598195,NA,NA,NA
Brasil,State,2020-07-15,burr,cum_deaths,2969.31576062941,352.719750715319,0.00582051391981012,479.410411982705,483.297922580718,NA,NA,NA
Brasil,State,2020-07-15,gamma,cum_cases,73100.5925925927,NA,1.80548385645673,658.04432981574,660.636003547749,NA,NA,NA
Brasil,State,2020-07-15,gamma,cum_deaths,2799.33333333334,NA,0.903460151973878,486.417391407927,489.009065139936,NA,NA,NA
Brasil,State,2020-07-15,lognormal,cum_cases,NA,NA,NA,652.677724973182,702.677724973182,10.897788744268,0.737730217127752,324.338862486591
Brasil,State,2020-07-15,lognormal,cum_deaths,NA,NA,NA,478.557800147702,528.557800147702,7.29036513610932,1.08199039031177,237.278900073851
Brasil,State,2020-07-15,weibull,cum_cases,79262.0505990254,NA,1.24069010532824,660.478537235791,663.0702109678,NA,NA,NA
Brasil,State,2020-08-01,burr,cum_cases,138054.677421251,13.446664503203,0.228406455631442,671.426185063002,675.313695661015,NA,NA,NA
Brasil,State,2020-08-01,burr,cum_deaths,3826.19333910443,317.489075898994,0.00680046086340702,489.052961867971,492.940472465984,NA,NA,NA
Brasil,State,2020-08-01,gamma,cum_cases,100435.666666667,NA,1.936275088644,674.172009677465,676.763683409474,NA,NA,NA
Brasil,State,2020-08-01,gamma,cum_deaths,3468.22222222223,NA,1.03461124450818,498.155606393414,500.747280125422,NA,NA,NA
Brasil,State,2020-08-01,lognormal,cum_cases,NA,NA,NA,668.658028614525,718.658028614525,11.2373502522359,0.706234670640897,332.329014307263
Brasil,State,2020-08-01,lognormal,cum_deaths,NA,NA,NA,490.532710695126,540.532710695127,7.59569300457613,0.99524539847974,243.266355347563
Brasil,State,2020-08-01,weibull,cum_cases,109527.270622243,NA,1.26666561441974,677.123720666902,679.715394398911,NA,NA,NA
Brasil,State,2020-08-15,burr,cum_cases,168976.169329256,13.5596934610193,0.227088588517579,678.9276,728.9276,NA,0.706544272,NA
Brasil,State,2020-08-15,burr,cum_deaths,4462.31323820861,213.922512951046,0.0103013938045915,496.250968610756,500.138479208769,NA,NA,NA
Brasil,State,2020-08-15,gamma,cum_cases,122965.851851852,NA,1.94093004778439,678.9276,728.9276,NA,0.706544272,NA
Brasil,State,2020-08-15,gamma,cum_deaths,3974.85185185185,NA,1.10622283577378,505.368472796877,507.960146528886,NA,NA,NA
Brasil,State,2020-08-15,lognormal,cum_cases,NA,NA,NA,678.9276,728.9276,11.9257009919553,0.706544272,0
Brasil,State,2020-08-15,lognormal,cum_deaths,NA,NA,NA,498.162372466371,548.162372466371,7.77191995575319,0.961075084560286,247.081186233185
Brasil,State,2020-08-15,weibull,cum_cases,133945.324870882,NA,1.25822163559449,678.9276,728.9276,NA,0.706544272,NA
Brasil,State,2020-09-01,burr,cum_cases,193764.74724561,18.1258544983502,0.155575650597263,691.835795115653,695.723305713666,NA,NA,NA
