region,subregion,date,lag,ccf,pacf_cases,pacf_deaths,days,pacf_cases_d1,pacf_cases_d2,pacf_deaths_d1,pacf_deaths_d2,pacf_cases_d1_sd,pacf_cases_d2_sd,pacf_deaths_d1_sd,pacf_deaths_d2_sd,minima,ma_days
India,State,2020-03-22,10,0.4688815427028037,-0.12809089036573088,0.008005842500982182,10,-0.0025448147786965303,0.038613732580722857,0.011788221526623793,0.022035501810451608,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,1,8
India,State,2020-03-23,11,0.45504897735448385,-0.12745953879194455,0.08319001379209949,11,6.313515737863262e-4,0.0031761663524828565,0.0751841712911173,0.06339594976449352,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,2,8
India,State,2020-03-21,9,0.4869436476583822,-0.12554607558703434,-0.0037823790256416106,9,-0.04115854735941939,0.04128898892618628,-0.010247280283827816,0.05323588570449461,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,3,8
India,State,2020-03-27,15,0.3671363580847969,-0.12207042483637205,-0.16887351657762367,15,-0.05129807042174746,-0.06610543066442554,-0.09292882633312158,0.04256642968188554,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,4,8
India,State,2020-03-25,13,0.4171853414515484,-0.08557971465730267,0.059550565770505035,13,0.0612472010283973,0.08061457792215272,0.10496839219683074,0.23357623241525594,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,5,8
India,State,2020-03-20,8,0.5067603884151047,-0.08438752822761496,0.006464901258186205,8,-0.08244753628560567,-0.02112524377206023,-0.06348316598832243,-0.04153154706990472,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,6,8
India,State,2020-07-02,112,-0.1831888867633001,-0.07036457400742928,-0.023529718372304567,112,-0.07401004721198051,-0.07778761945354189,-0.03175240388489259,-0.08557791770456187,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,7,8
India,State,2020-05-10,59,-0.06749934670019438,-0.06908520120439661,-0.007295132671897222,59,-0.04436137029607744,-0.02977387129034444,0.030762053529604684,0.09638599341341161,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,8,8
India,State,2020-09-20,192,0.008646277538317097,-0.06224213747702304,0.0020004863241241976,192,-0.045093120184654334,-0.017821638226854918,0.0476586923822849,0.05383158247903242,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,9,8
India,State,2021-09-11,534,0.007326637124701383,-0.05547596213734573,0.00535180888275301,548,-0.03724361930177465,-0.013429451505712904,0.0013285533565697335,-0.03956697277365166,0.08391938772459258,0.11772080228888776,0.11352559739938556,0.18316205863684196,10,8
