region,subregion,date,hurst_value,hurst_sd,information,window_flag,length,hurst_excess_fit,hurst_excess_lower,hurst_excess_upper
USA,State,2021-05-30,0.450654551718342,0.14663415311776198,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-05-31,0.457701121587443,0.1512389769296429,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-01,0.48239127782564484,0.1528735648836511,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-02,0.4832170723536895,0.15505734340229949,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-03,0.46164462643418647,0.15761334854887338,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-04,0.4715649502621808,0.14731718355275308,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-05,0.48454744808365324,0.1449264396430117,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-06,0.48648347875653797,0.15070471967542898,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-07,0.5324408264110977,0.15572694978462417,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-08,0.5314124152566918,0.16520946372956408,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-09,0.5429260059194975,0.16904592804568747,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-10,0.5565515582192813,0.16972652381047668,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-11,0.5776810458063946,0.16545326275583938,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-12,0.5810265103362672,0.16152296646558068,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-13,0.55847343814245,0.16669864599581297,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-14,0.5539859812643767,0.1623412521435152,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-15,0.5397546478447736,0.15198400609799728,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-16,0.5224727150300488,0.1496643103566352,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-17,0.5291493000307053,0.14767812490541257,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-18,0.5344372715219611,0.14537729001803687,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-19,0.5204590825246994,0.14308902873811558,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-20,0.5052731951245416,0.14488386821467827,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-21,0.496501731456948,0.15181059737120198,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-22,0.5030369688695198,0.1567237498968952,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-23,0.49822214871811366,0.15606204797148027,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-24,0.5161673199859542,0.1548701984199277,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-25,0.5208829938700905,0.15716004057231028,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-26,0.518198061631183,0.15739607171395498,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-27,0.5239215876664797,0.15551749613520527,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-28,0.5223486925197366,0.1472923810349463,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-29,0.5191573561465385,0.14854572855154347,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-06-30,0.5147192114745663,0.15067043572867347,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-01,0.5345456102900398,0.15489372739521207,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-02,0.5652461329052696,0.1610135400387493,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-03,0.5623557207581688,0.16294393481459718,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-04,0.5537630011721505,0.1644154882745754,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-05,0.5621852615793916,0.16525282047667028,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-06,0.5270569633816146,0.1564186588945053,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-07,0.5517444942527291,0.1543010809926318,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-08,0.5368233498278691,0.15433740475867078,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-09,0.5331077378451262,0.15033159543706667,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-10,0.5216821013235338,0.15091656043293517,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-11,0.5267359081102216,0.14677371282031829,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-12,0.5366843618883407,0.14655329410450119,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-13,0.5025641613470413,0.14953342964274557,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-14,0.4835187937300649,0.15385422645730507,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-15,0.47947568623486714,0.15049521672543567,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-16,0.4768254686005078,0.14964380700893817,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
USA,State,2021-07-17,0.49242332492052565,0.14885938807437918,cases,fixed,90,0.11395104138965406,0.11138492563347806,0.11651715714583008
